device_id,app_name,bg_usage_time,fg_usage_time,wifi_usage_bytes,mobile_usage_bytes,extract_date
73d2ab971c3add16,com.google.android.networkstack.permissionconfig,0,0,5568476,6536220,2023-03-31
816582904970ba5a,com.pt.bark,0,0,18747922,1958339,2023-03-31
85e3178b368fed14,com.wssyncmldm,663378,4708793,0,0,2023-03-31
d05a190a5435c83f,com.pt.bark,0,0,2121741,5600918,2023-03-31
52e4502bef26d635,com.google.android.apps.tachyon,0,0,30440644,0,2023-03-31
0e0b11220abb59f3,com.pinwheel.messenger,0,0,64550512,177447426,2023-03-31
3a1a454625c93473,com.mediatek.ims,0,0,0,14295035,2023-03-31
5e8fcbb7f1179761,com.android.settings,0,3711,0,0,2023-03-31
14e1999c48cdc8d7,com.google.android.gsf,0,0,23027666,1437797,2023-03-31
f2696160e1f4eb12,com.google.android.deskclock,0,0,0,385855,2023-03-31
2661b25faaeefd46,com.dfcu.deseret,0,0,14866307,1031496,2023-03-31
2661b25faaeefd46,com.groupme.android,0,0,28990482,7770589,2023-03-31
49b38d46a4d1dd3d,org.lds.gospelforkids,0,0,26074,0,2023-03-31
efcc57e840962257,com.google.android.networkstack,0,0,384672,270535,2023-03-31
d9f4deceb8f67e3d,com.pinwheel.desktop,0,0,19896498,0,2023-03-31
10b2db70e6d13486,com.google.android.gm,0,0,2105720,0,2023-03-31
0ea620b8d5ffecad,com.verizon.mips.services,0,0,895430923,34953,2023-03-31
2728ea3fe7418515,com.sec.android.app.camera,47,0,0,0,2023-03-31
2728ea3fe7418515,com.pt.bark,0,0,38487,0,2023-03-31
78e021940d98c730,com.pt.bark,0,0,18118,0,2023-03-31
a4abb40028964c7d,com.samsung.android.sm.policy,0,0,1049334,0,2023-03-31
1ba858a7db102881,com.pinwheel.desktop,0,0,38977134,3800623,2023-03-31
8020c2e5fc8a352b,com.google.android.apps.photos,0,0,157555,27200,2023-03-31
5e3575cf7d6dcade,com.adups.fota,0,0,365241,41477,2023-03-31
b85d4db8419b47e5,com.google.earth,0,0,8106866,0,2023-03-31
56b50d1d313d65ca,com.skyward.mobileaccess,0,0,0,1084,2023-03-31
86b67a0fe4a0343e,com.samsung.android.sm.policy,0,0,2375334,0,2023-03-31
03b7d443e2315fd2,com.google.android.apps.translate,0,0,3015211,555210,2023-03-31
613bdf8cb7f1078b,com.spotify.music,0,0,500044686,0,2023-03-31
cc3e12dc1362a37e,com.powerschool.portal,0,0,21091805,10105647,2023-03-31
86fcdb6d56188a8a,org.lds.ldssa,0,0,100914161,66128097,2023-03-31
98c5427cbb485cab,com.pinwheel.safe,15060,0,0,0,2023-03-31
98c5427cbb485cab,com.samsung.android.sdm.config,0,0,78708,0,2023-03-31
e69e6eb9d88ccc1b,com.samsung.android.app.sharelive,0,0,221899,126364,2023-03-31
f42fa6473c5f8210,io.fieldx.app.devices,0,0,1320952620,137572864,2023-03-31
faaf836df4a4469c,com.pinwheel.safe,0,0,93922890,6087232,2023-03-31
e9ece0dcbf332ecf,com.samsung.android.game.gos,0,0,173808,67019,2023-03-31
06ecbd2603eadda2,com.google.android.apps.maps,0,0,119350,0,2023-03-31
73a7d482d0e5d7da,com.prodigygame.prodigy,0,0,72412997,1157845,2023-03-31
a48ee793ba3d0b6a,com.google.android.apps.maps,0,0,1366014,36283,2023-03-31
a48ee793ba3d0b6a,com.google.android.calendar,0,0,45328,0,2023-03-31
16eefdc6c02b3934,com.samsung.android.mobileservice,0,0,0,35903,2023-03-31
7879c716788a6f32,com.pinwheel.contacts2,0,0,7896981,9913035,2023-03-31
69653f89f97f19f3,com.sec.usbsettings,0,0,3169384,4653,2023-03-31
a4374c4529e26ca2,com.harrycarter.rewardapp,0,0,6299919,310914,2023-03-31
a4374c4529e26ca2,com.samsung.android.honeyboard,0,0,1299,0,2023-03-31
c75e0521f1ace48e,biblereader.olivetree,0,0,31231,852131,2023-03-31
0f86fbbae5c1b29f,com.pinwheel.contacts2,0,0,556412,40015,2023-03-31
0f86fbbae5c1b29f,biblereader.olivetree,0,0,500176,0,2023-03-31
f3609b88fd6a4829,com.pinwheel.contacts2,0,0,3993511,2947586,2023-03-31
f3609b88fd6a4829,com.samsung.android.sdm.config,0,0,323013,0,2023-03-31
a5df8616cb4310b6,com.google.android.apps.photos,0,0,146835024,12586659,2023-03-31
106abc61e79250a1,com.samsung.android.kidsinstaller,0,0,211576,0,2023-03-31
106abc61e79250a1,com.google.android.syncadapters.calendar,0,0,5312512,0,2023-03-31
f6a385d09f655fa7,com.google.android.syncadapters.calendar,0,0,27741,0,2023-03-31
1616c8e4e1d80cf3,biblereader.olivetree,0,0,0,32081,2023-03-31
e23d1f018c10f977,com.google.android.gms,0,0,68554,36803060,2023-03-31
ae0263cea4a9ff3e,com.google.android.cellbroadcastservice,0,0,83112,0,2023-03-31
2f3f2350df9eda57,com.google.android.cellbroadcastservice,0,0,1200534,8363128,2023-03-31
a2bc50818147915d,com.familywall,0,0,1513944,39421,2023-03-31
7ff34eb4684eb402,com.google.android.gm,0,0,42547,348180,2023-03-31
7ff34eb4684eb402,com.samsung.android.providers.media,0,0,1349,0,2023-03-31
dd887c33505229f6,io.fieldx.app.devices,0,0,1772160276,215326191,2023-03-31
21daaf8b7cf417da,io.fieldx.app.devices,0,0,1653835149,121803018,2023-03-31
21daaf8b7cf417da,com.spotify.music,0,0,452526,0,2023-03-31
f157068db638999c,com.weather.forecast.weatherchannel,0,0,1804903,0,2023-03-31
b261e8c1fc31c026,com.weather.forecast.weatherchannel,0,0,0,492864,2023-03-31
465d45eab02f83e3,com.overdrive.mobile.android.libby,0,0,2773963,44067,2023-03-31
4b13614a90324c11,com.pt.bark,0,0,508891,65805,2023-03-31
902b704ffb37b385,com.adsk.sketchbook,0,0,960,45701,2023-03-31
241984d577fc08c0,com.google.android.apps.maps,0,0,196465,13693,2023-03-31
bf6363753991bc43,com.samsung.android.game.gos,0,0,262355,184665,2023-03-31
bf6363753991bc43,com.google.android.networkstack.permissionconfig,0,0,2165760,399757,2023-03-31
30fb5372e25073e3,com.socialnmobile.dictapps.notepad.color.note,0,0,311915,306245,2023-03-31
dde8acddb4d3730d,com.samsung.android.sdm.config,0,0,231520,88062,2023-03-31
dde8acddb4d3730d,com.songsterr,0,0,5002263,0,2023-03-31
25be17f55498f531,com.google.android.apps.translate,0,0,246606,1222,2023-03-31
25be17f55498f531,com.sec.spp.push,0,0,50463,93,2023-03-31
3807433fe6354385,com.pinwheel.messenger,0,0,13697250,2281905,2023-03-31
595905d5a15640b7,com.google.android.gm,0,0,52268,0,2023-03-31
246ce55eb6c10a8c,com.adobe.scan.android,0,0,993909,11243,2023-03-31
220bc33f2496d099,com.pinwheel.safe,0,0,92478782,217971,2023-03-31
02b47432c82d6200,com.getepic.Epic,0,0,1806023839,630706112,2023-03-31
70b0f3498d5e11e5,com.fennec.messenger,0,0,41380,0,2023-03-31
9e173854cbc280b7,com.sec.spp.push,0,0,28708,41729,2023-03-31
a4c2933c35b83d4c,com.google.android.apps.maps,0,0,696396,0,2023-03-31
f85e920cd8f0656b,com.google.android.apps.maps,0,0,37064,0,2023-03-31
baeb0140bc544318,com.samsung.android.mdx.quickboard,0,0,45011,0,2023-03-31
fe9bf99e476a4421,com.pinwheel.desktop,1154,0,0,0,2023-03-31
73d2ab971c3add16,com.samsung.android.game.gos,0,0,114731,507737,2023-03-31
816582904970ba5a,com.adups.fota,0,0,99256,88151,2023-03-31
43c8d3cfa80a4610,com.dimowner.audiorecorder,0,0,18158,0,2023-03-31
85e3178b368fed14,com.samsung.android.sm.policy,0,0,1579171,0,2023-03-31
d05a190a5435c83f,com.google.android.deskclock,0,0,151506,0,2023-03-31
0e0b11220abb59f3,com.samsung.android.game.gos,0,0,83169,53562,2023-03-31
3a1a454625c93473,com.pinwheel.desktop,0,0,0,10658296,2023-03-31
5e8fcbb7f1179761,com.google.android.apps.maps,375,49978,168937278,180729467,2023-03-31
5e8fcbb7f1179761,com.samsung.android.mdx.quickboard,0,0,0,22131,2023-03-31
14e1999c48cdc8d7,com.sec.spp.push,0,0,56817,0,2023-03-31
f2696160e1f4eb12,com.samsung.android.game.gos,0,0,97034,230868,2023-03-31
2661b25faaeefd46,com.instructure.candroid,0,0,292567710,3376821,2023-03-31
49b38d46a4d1dd3d,com.google.android.gm,0,0,22303,0,2023-03-31
49b38d46a4d1dd3d,com.pinwheel.messenger,0,0,3995103,0,2023-03-31
d9f4deceb8f67e3d,com.verizon.mips.services,0,0,394895560,0,2023-03-31
10b2db70e6d13486,com.samsung.android.honeyboard,0,0,2612,0,2023-03-31
0ea620b8d5ffecad,com.google.android.gsf,0,0,28663617,17945978,2023-03-31
2728ea3fe7418515,com.pinwheel.contacts2,110187,5443,776629,567727,2023-03-31
2728ea3fe7418515,com.samsung.android.game.gos,0,0,485697,160296,2023-03-31
78e021940d98c730,com.samsung.android.game.gos,0,0,160212,18823,2023-03-31
a4abb40028964c7d,com.pinwheel.safe,0,0,274481352,22096921,2023-03-31
614b0f5da2f03972,com.google.android.gm,0,0,10449715,2736527,2023-03-31
1ba858a7db102881,com.google.android.calculator,0,0,20584,0,2023-03-31
5e3575cf7d6dcade,com.google.android.inputmethod.latin,0,0,0,7288,2023-03-31
b85d4db8419b47e5,com.pinwheel.messenger,0,0,2050411,297129,2023-03-31
56b50d1d313d65ca,com.fitbit.FitbitMobile,0,0,57049897,10675797,2023-03-31
86b67a0fe4a0343e,com.samsung.android.sdm.config,0,0,338140,0,2023-03-31
03b7d443e2315fd2,com.google.android.apps.photos,0,0,498027936,4832086,2023-03-31
613bdf8cb7f1078b,com.samsung.android.video,0,0,13901,0,2023-03-31
cc3e12dc1362a37e,com.samsung.android.kidsinstaller,0,0,105106,10346,2023-03-31
86fcdb6d56188a8a,com.google.android.apps.maps,0,0,10396423,1768414,2023-03-31
86fcdb6d56188a8a,com.samsung.android.game.gos,0,0,1030747,0,2023-03-31
98c5427cbb485cab,com.google.android.apps.maps,0,0,311803,0,2023-03-31
e69e6eb9d88ccc1b,com.samsung.android.rubin.app,0,0,172812,30123,2023-03-31
f42fa6473c5f8210,com.chesskid,0,0,40736,52593,2023-03-31
f42fa6473c5f8210,com.google.android.syncadapters.calendar,0,0,43058,0,2023-03-31
faaf836df4a4469c,com.samsung.android.networkdiagnostic,0,0,2192136,0,2023-03-31
e9ece0dcbf332ecf,com.samsung.android.kidsinstaller,0,0,9484,0,2023-03-31
73a7d482d0e5d7da,com.sec.spp.push,0,0,80301,11982,2023-03-31
73a7d482d0e5d7da,com.samsung.android.sm.policy,0,0,1165729,0,2023-03-31
a48ee793ba3d0b6a,com.abcya.android.games,0,0,50244611,0,2023-03-31
16eefdc6c02b3934,com.samsung.android.mdx.kit,0,0,0,10023,2023-03-31
7879c716788a6f32,com.pinwheel.messenger,0,0,0,4894986,2023-03-31
69653f89f97f19f3,com.pinwheel.safe,9218,0,0,0,2023-03-31
69653f89f97f19f3,com.samsung.android.game.gos,0,0,521125,0,2023-03-31
a4374c4529e26ca2,com.mango.android,0,0,13769,0,2023-03-31
c75e0521f1ace48e,com.tplink.weather,0,0,87524,50808,2023-03-31
c75e0521f1ace48e,com.samsung.android.mobileservice,0,0,36272,0,2023-03-31
0f86fbbae5c1b29f,com.google.android.apps.photos,0,0,3433992,187944,2023-03-31
f3609b88fd6a4829,com.socialnmobile.dictapps.notepad.color.note,741,0,1482792,242684,2023-03-31
f3609b88fd6a4829,com.facebook.services,0,0,199413,0,2023-03-31
a5df8616cb4310b6,com.apple.android.music,0,0,2299127360,429316870,2023-03-31
106abc61e79250a1,com.google.android.apps.photos,0,419177,6376006846,0,2023-03-31
106abc61e79250a1,com.google.android.networkstack.tethering,0,0,13285012,0,2023-03-31
f6a385d09f655fa7,com.samsung.android.mobileservice,0,0,69485,23400,2023-03-31
1616c8e4e1d80cf3,com.google.android.apps.cultural,0,0,47354,7077,2023-03-31
e23d1f018c10f977,com.microsoft.office.outlook,0,0,0,13045,2023-03-31
ae0263cea4a9ff3e,com.samsung.android.app.sharelive,0,0,31756,0,2023-03-31
2f3f2350df9eda57,com.samsung.android.app.sharelive,0,0,10692,219664,2023-03-31
a2bc50818147915d,com.spotify.kids,0,0,371721,51175,2023-03-31
a2bc50818147915d,com.samsung.android.app.updatecenter,0,0,23770,0,2023-03-31
7ff34eb4684eb402,com.facebook.services,0,0,6599,91155,2023-03-31
dd887c33505229f6,com.google.android.gm,0,0,26377443,433764,2023-03-31
21daaf8b7cf417da,com.google.android.gm,0,0,3043523,308181,2023-03-31
21daaf8b7cf417da,com.android.providers.downloads.ui,0,0,15253,0,2023-03-31
f157068db638999c,com.samsung.android.app.sharelive,0,0,279292,0,2023-03-31
b261e8c1fc31c026,com.pinwheel.desktop,0,0,419335,21513728,2023-03-31
465d45eab02f83e3,org.lds.ldssa,0,0,102271117,26642732,2023-03-31
465d45eab02f83e3,com.sec.spp.push,0,0,1055652,0,2023-03-31
4b13614a90324c11,com.google.android.syncadapters.calendar,0,0,192581,440436,2023-03-31
902b704ffb37b385,com.amazon.dee.app,0,0,21255649,0,2023-03-31
241984d577fc08c0,com.google.android.calculator,0,0,266122,0,2023-03-31
bf6363753991bc43,com.google.android.apps.cultural,0,0,136035,118986576,2023-03-31
30fb5372e25073e3,com.pt.bark,0,0,588954,37989,2023-03-31
