id,message,update_started,update_id,schema,table,start,done,rows_updated_or_inserted,status,progress,_fivetran_synced
e9de5c64-d6ac-4cac-9161-f9794e9a2e16,,2022-06-14 16:17:08.033000+00:00,b3573914-2d90-493e-9656-83d103d48452,stripe_fivetran,plan,2022-06-14 16:17:13.752000+00:00,2022-06-14 16:18:59.941000+00:00,22,Ok,2022-06-14 16:17:08.033000+00:00,2022-06-14 16:18:59.941000+00:00
7585ad66-14b8-4cbb-b10b-fa56b148cd14,,2022-06-14 16:17:08.033000+00:00,b3573914-2d90-493e-9656-83d103d48452,stripe_fivetran,invoice_line_item,2022-06-14 16:17:13.829000+00:00,2022-06-14 16:18:59.934000+00:00,126918,Ok,2022-06-14 16:17:08.033000+00:00,2022-06-14 16:18:59.934000+00:00
88810ad6-ae4d-403b-bab2-734d35a1323f,,2022-06-14 16:19:02.604000+00:00,6b40ec23-6c65-455e-a957-58074ba4f96b,stripe_fivetran,customer,2022-06-14 16:19:02.642000+00:00,2022-06-14 16:19:38.793000+00:00,64,Ok,2022-06-14 16:19:02.604000+00:00,2022-06-14 16:19:38.793000+00:00
1b16c0d4-1b4c-4873-8283-ebfb9148a6cc,,2022-06-14 16:19:02.604000+00:00,6b40ec23-6c65-455e-a957-58074ba4f96b,stripe_fivetran,price,2022-06-14 16:19:02.729000+00:00,2022-06-14 16:19:38.791000+00:00,29,Ok,2022-06-14 16:19:02.604000+00:00,2022-06-14 16:19:38.791000+00:00
fa4b3f1a-dc10-48fe-b7d7-a5df11e4bf77,,2022-06-14 16:19:41.025000+00:00,fae30ff0-7dd1-456b-8a2f-8aa4a1122839,stripe_fivetran,customer,2022-06-14 16:19:41.119000+00:00,2022-06-14 16:19:55.906000+00:00,76,Ok,2022-06-14 16:19:41.025000+00:00,2022-06-14 16:19:55.906000+00:00
79905c9c-51ab-4b2a-be72-8f2b597b1a07,,2022-06-14 16:19:41.025000+00:00,fae30ff0-7dd1-456b-8a2f-8aa4a1122839,stripe_fivetran,customer_discount,2022-06-14 16:19:41.128000+00:00,2022-06-14 16:19:55.900000+00:00,85,Ok,2022-06-14 16:19:41.025000+00:00,2022-06-14 16:19:55.903000+00:00
17a43fa9-9996-4fcc-90c7-4d24aa2765a7,,2022-06-14 16:19:41.025000+00:00,fae30ff0-7dd1-456b-8a2f-8aa4a1122839,stripe_fivetran,payment_intent,2022-06-14 16:19:41.110000+00:00,2022-06-14 16:19:55.905000+00:00,71,Ok,2022-06-14 16:19:41.025000+00:00,2022-06-14 16:19:55.906000+00:00
6ebfe99e-ffbe-4c37-9936-5857f5ad2e78,,2022-06-14 20:30:14.626000+00:00,33785ba5-fec4-4d9f-a746-888e19582b5a,stripe_fivetran,subscription_tax_rate,2022-06-14 20:30:14.800000+00:00,2022-06-14 20:30:48.646000+00:00,218,Ok,2022-06-14 20:30:14.627000+00:00,2022-06-14 20:30:48.647000+00:00
3366f108-e4e0-4f3d-bcfc-776a07d4c25b,,2022-06-14 20:30:14.626000+00:00,33785ba5-fec4-4d9f-a746-888e19582b5a,stripe_fivetran,customer_discount,2022-06-14 20:30:14.851000+00:00,2022-06-14 20:30:48.636000+00:00,184,Ok,2022-06-14 20:30:14.627000+00:00,2022-06-14 20:30:48.641000+00:00
b2e2e203-a750-4892-b74c-59facd8b3db3,,2022-06-14 20:30:14.626000+00:00,33785ba5-fec4-4d9f-a746-888e19582b5a,stripe_fivetran,invoice_item,2022-06-14 20:30:14.876000+00:00,2022-06-14 20:30:48.656000+00:00,64,Ok,2022-06-14 20:30:14.627000+00:00,2022-06-14 20:30:48.656000+00:00
35e59f33-c7dc-44e0-849a-3a0654eef132,,2022-06-15 02:30:27.658000+00:00,d6cd735d-1ffb-4d82-9b8d-e216414b5ab2,stripe_fivetran,subscription_history,2022-06-15 02:30:27.820000+00:00,2022-06-15 02:30:39.016000+00:00,104,Ok,2022-06-15 02:30:27.658000+00:00,2022-06-15 02:30:39.016000+00:00
3419d2c2-c954-4d22-9719-bd0a049889e7,,2022-06-15 08:30:11.644000+00:00,232dcf5b-64c8-41ea-bc38-c8e2fcdc01b3,stripe_fivetran,invoice_item,2022-06-15 08:30:11.914000+00:00,2022-06-15 08:30:22.763000+00:00,20,Ok,2022-06-15 08:30:11.644000+00:00,2022-06-15 08:30:22.763000+00:00
fec57bc4-374a-4003-ba63-8333e8640663,,2022-06-15 08:30:11.644000+00:00,232dcf5b-64c8-41ea-bc38-c8e2fcdc01b3,stripe_fivetran,subscription_tax_rate,2022-06-15 08:30:11.862000+00:00,2022-06-15 08:30:22.748000+00:00,200,Ok,2022-06-15 08:30:11.644000+00:00,2022-06-15 08:30:22.752000+00:00
368deb1c-7e5f-4b4e-892d-9699cfc86c0f,,2022-06-15 14:30:07.383000+00:00,fdf3954d-9ea0-459d-9048-62574ddc7c21,stripe_fivetran,invoice_tax_rate,2022-06-15 14:30:07.539000+00:00,2022-06-15 14:30:18.441000+00:00,123,Ok,2022-06-15 14:30:07.384000+00:00,2022-06-15 14:30:18.441000+00:00
6013e1d7-6548-4b61-a501-fd51d2293585,,2022-06-15 14:30:07.383000+00:00,fdf3954d-9ea0-459d-9048-62574ddc7c21,stripe_fivetran,subscription_item,2022-06-15 14:30:07.619000+00:00,2022-06-15 14:30:18.445000+00:00,41,Ok,2022-06-15 14:30:07.384000+00:00,2022-06-15 14:30:18.445000+00:00
ff4ecfaf-280f-48e3-ba7e-92c58bd12819,,2022-06-15 14:30:07.383000+00:00,fdf3954d-9ea0-459d-9048-62574ddc7c21,stripe_fivetran,invoice_item_tax_rate,2022-06-15 14:30:07.574000+00:00,2022-06-15 14:30:18.437000+00:00,12,Ok,2022-06-15 14:30:07.384000+00:00,2022-06-15 14:30:18.438000+00:00
c9de3fc9-3ddc-4dfd-bb09-d1db675561b5,,2022-06-15 14:30:07.383000+00:00,fdf3954d-9ea0-459d-9048-62574ddc7c21,stripe_fivetran,subscription_tax_rate,2022-06-15 14:30:07.629000+00:00,2022-06-15 14:30:18.420000+00:00,71,Ok,2022-06-15 14:30:07.384000+00:00,2022-06-15 14:30:18.428000+00:00
e22cdd15-949b-4a4a-85f2-0c7e10389a81,,2022-06-15 20:30:23.490000+00:00,2e67fdfe-bcc4-4525-a93a-ac21e1d6a60b,stripe_fivetran,subscription_history,2022-06-15 20:30:23.612000+00:00,2022-06-15 20:30:36.610000+00:00,123,Ok,2022-06-15 20:30:23.490000+00:00,2022-06-15 20:30:36.610000+00:00
7fea053d-702b-47e6-8330-c23ad475a0bc,,2022-06-15 20:30:23.490000+00:00,2e67fdfe-bcc4-4525-a93a-ac21e1d6a60b,stripe_fivetran,plan,2022-06-15 20:30:23.880000+00:00,2022-06-15 20:30:36.610000+00:00,23,Ok,2022-06-15 20:30:23.490000+00:00,2022-06-15 20:30:36.610000+00:00
703623ea-e3b6-4168-bdf9-709395c99fac,,2022-06-15 20:30:23.490000+00:00,2e67fdfe-bcc4-4525-a93a-ac21e1d6a60b,stripe_fivetran,tier,2022-06-15 20:30:23.888000+00:00,2022-06-15 20:30:36.611000+00:00,30,Ok,2022-06-15 20:30:23.490000+00:00,2022-06-15 20:30:36.611000+00:00
bb6db0dc-e6ec-4147-bb38-df26a31e502e,,2022-06-15 20:30:23.490000+00:00,2e67fdfe-bcc4-4525-a93a-ac21e1d6a60b,stripe_fivetran,subscription_tax_rate,2022-06-15 20:30:23.627000+00:00,2022-06-15 20:30:36.605000+00:00,314,Ok,2022-06-15 20:30:23.490000+00:00,2022-06-15 20:30:36.605000+00:00
99a493c9-8695-4095-b5dc-a4b02caac2fb,,2022-06-15 20:30:23.490000+00:00,2e67fdfe-bcc4-4525-a93a-ac21e1d6a60b,stripe_fivetran,product,2022-06-15 20:30:23.820000+00:00,2022-06-15 20:30:36.606000+00:00,1,Ok,2022-06-15 20:30:23.490000+00:00,2022-06-15 20:30:36.606000+00:00
