id,message,update_started,update_id,schema,table,start,done,rows_updated_or_inserted,status,progress,_fivetran_synced
8aecc61c-376d-4fb0-9921-103fdf10cdc3,,2023-05-09 15:58:19.924000+00:00,4124af39-ed4a-4578-9087-091f673b1c53,typeform_churn,response,2023-05-09 15:58:20.064000+00:00,2023-05-09 16:00:56.358000+00:00,19045,Ok,2023-05-09 15:58:19.925000+00:00,2023-05-09 16:00:56.358000+00:00
7fbc38f1-9484-4cbb-955f-6ef150c94f35,,2023-05-09 15:58:19.924000+00:00,4124af39-ed4a-4578-9087-091f673b1c53,typeform_churn,form_logic_history,2023-05-09 15:58:20.648000+00:00,2023-05-09 16:00:56.357000+00:00,98,Ok,2023-05-09 15:58:19.925000+00:00,2023-05-09 16:00:56.357000+00:00
8dc5270f-aed3-4502-83e3-c85977123cef,,2023-05-09 15:58:19.924000+00:00,4124af39-ed4a-4578-9087-091f673b1c53,typeform_churn,logic_action_history,2023-05-09 15:58:20.662000+00:00,2023-05-09 16:00:56.357000+00:00,202,Ok,2023-05-09 15:58:19.925000+00:00,2023-05-09 16:00:56.357000+00:00
85df80ce-ec88-4b34-b15a-dda786f38794,,2023-05-09 15:58:19.924000+00:00,4124af39-ed4a-4578-9087-091f673b1c53,typeform_churn,workspace,2023-05-09 15:58:21.687000+00:00,2023-05-09 16:00:56.354000+00:00,12,Ok,2023-05-09 15:58:19.925000+00:00,2023-05-09 16:00:56.354000+00:00
133e4b1a-e1b5-40e7-a2f0-4dc0840f6d2a,,2023-05-09 20:31:43.743000+00:00,5db3bbfc-7297-4f2e-949e-76f3f36574ac,typeform_churn,self_notification,2023-05-09 20:31:43.934000+00:00,2023-05-09 20:33:00.990000+00:00,6,Ok,2023-05-09 20:31:43.743000+00:00,2023-05-09 20:33:00.990000+00:00
d65a1880-4295-4480-844c-7038ea142eb0,,2023-05-10 02:31:19.628000+00:00,baf45994-c305-4373-9a56-72f96ae64c71,typeform_churn,response,2023-05-10 02:31:19.726000+00:00,2023-05-10 02:31:38.464000+00:00,7,Ok,2023-05-10 02:31:19.629000+00:00,2023-05-10 02:31:38.464000+00:00
465582ce-cad4-47ce-948e-8649f9cfd20b,,2023-05-10 02:31:19.628000+00:00,baf45994-c305-4373-9a56-72f96ae64c71,typeform_churn,workspace,2023-05-10 02:31:19.870000+00:00,2023-05-10 02:31:38.465000+00:00,12,Ok,2023-05-10 02:31:19.629000+00:00,2023-05-10 02:31:38.465000+00:00
66dde053-aced-4434-987e-6fb98cbc8f4e,,2023-05-10 02:31:19.628000+00:00,baf45994-c305-4373-9a56-72f96ae64c71,typeform_churn,response_answer,2023-05-10 02:31:19.734000+00:00,2023-05-10 02:31:38.466000+00:00,22,Ok,2023-05-10 02:31:19.629000+00:00,2023-05-10 02:31:38.466000+00:00
87778f86-9a35-4721-9181-50791e75f378,,2023-05-10 02:31:19.628000+00:00,baf45994-c305-4373-9a56-72f96ae64c71,typeform_churn,respondent_notification,2023-05-10 02:31:19.755000+00:00,2023-05-10 02:31:38.463000+00:00,5,Ok,2023-05-10 02:31:19.629000+00:00,2023-05-10 02:31:38.463000+00:00
06203f55-e81a-4202-9589-2c566bd8be49,,2023-05-10 02:31:19.628000+00:00,baf45994-c305-4373-9a56-72f96ae64c71,typeform_churn,self_notification,2023-05-10 02:31:19.826000+00:00,2023-05-10 02:31:38.467000+00:00,6,Ok,2023-05-10 02:31:19.629000+00:00,2023-05-10 02:31:38.467000+00:00
