form_id,id,form_parent_field_id,ref,title,type,property_description,property_button_text,property_shape,property_structure,property_separator,property_currency,property_default_country_code,property_allow_multiple_selection,property_randomize,property_allow_other_choice,property_vertical_alignment,property_supersized,property_show_labels,property_alphabetical_order,property_hide_marks,property_start_at_one,property_show_button,property_price_type,property_price_value,property_label_left,property_label_right,property_label_center,layout_type,layout_placement,layout_attachment_type,layout_attachment_href,layout_attachment_scale,layout_attachment_property_brightness,layout_attachment_property_description,layout_attachment_property_focal_point_x,layout_attachment_property_focal_point_y,validation_required,validation_max_length,validation_min_value,validation_max_value,validation_min_selection,validation_max_selection,_fivetran_synced,_fivetran_start,_fivetran_end,_fivetran_active
GvORz64M,3d4gMndd7ZDE,,456cd1f8-58aa-47fa-a282-5eaf8fa996ba,"Please read the conversation snippet on the left. *Is there evidence, intention, or threat of violence involving at least one participant in the conversation?*",multiple_choice,"
Violence includes both violence in relation to others and violence in relation to oneself. 

Note: outbound/inbound is relative to Pinwheel phone.",,,,,,,False,False,False,True,,,,,,,,,,,,split,left,image,https://images.typeform.com/images/GwTc4w8emkxk,,,8,,,False,,,,,,2023-05-09 15:55:51.666000+00:00,2022-10-31 21:24:51.163000+00:00,9999-12-31 23:59:59.999000+00:00,True
WS3wWFs4,MKKxNePeWYmr,,01FF8HKD5BTJBCQD166T4AVYTX,*Got it—squash that bug!*,THANKYOU_SCREEN,"Thank you for helping make Pinwheel a better, digital space! Your assistance helps improve the Pinwheel experience for everyone.

If you need additional info and you provided contact info, we'll reach out to you directly. Otherwise thanks again and happy Pinwheeling.",again,,,,,,,,,,,,,,,False,,,,,,split,right,image,https://images.typeform.com/images/S3hwANeTK9Q5,,,close up photo of beetle,,,,,,,,,2023-05-09 15:56:50.164000+00:00,2021-09-24 19:52:58.800000+00:00,9999-12-31 23:59:59.999000+00:00,True
qd1BXBHF,07w3IRpWOglD,7FQMLdt6eCto,31afad7c-0f63-46ed-9fee-a02763b1395f,Git/GitHub,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:43.371000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
YzlOKAhR,mu1RQijQ4IF9,,01FECBRMHVE5HN7FHMFMS5KXZA,Thank you so much!,THANKYOU_SCREEN,,exit,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:53.568000+00:00,2021-09-14 16:52:12.761000+00:00,9999-12-31 23:59:59.999000+00:00,True
MKXagAlh,pdbe6gs3pk5a,,928945bd-d92e-400c-837b-86ff1fd81db7,"*Thank you **{{field:7f8db722-4dab-4478-b168-516c1b7cca46}}**. *

_We value your input._",THANKYOU_SCREEN,,again,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:57:28.729000+00:00,2021-07-22 14:55:18.641000+00:00,9999-12-31 23:59:59.999000+00:00,True
Jr3UXdoc,YtwYQYz2WScq,,911ec9fb-ad7c-47cd-9893-99c9feee5e0d,"What is one thing that Pinwheel doesn't currently do, that you wish it did?",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:59.071000+00:00,2022-11-01 19:12:29.276000+00:00,9999-12-31 23:59:59.999000+00:00,True
xs0tZs,hgYdyHa49tT7,,aed56991-3672-48ee-b6c9-9862c37b0ee4,Address: ,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:58:14.006000+00:00,2021-08-30 21:27:09.654000+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,4MAd0eDGavEo,,f809277b-bb24-453a-8a5b-ccb4a3ef24d2,Where are you located?,long_text,"Use the Country/City format. For example, India/Mumbai or USA/Atlanta.

*Why are we asking this? *
Because OMSA is a global program, we need to know where you're located to help pair you with other folks with a significant timezone overlap.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:40.962000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
TlsjoIys,8rwEIowWtese,,2cbc6d49-cc88-4384-ba86-46b33b0481c7,Please rate your practicum experience with Pinwheel,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:23.710000+00:00,2023-04-21 19:05:33.918000+00:00,9999-12-31 23:59:59.999000+00:00,True
HexkhBho,h3505IVtxg7P,,2e23b96a-944b-4219-9cf1-6f9d7fd3c2fd,What's your name? (To facilitate debrief discussion),short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:54.907000+00:00,2022-10-28 18:05:04.979000+00:00,9999-12-31 23:59:59.999000+00:00,True
wDlqAkFc,sPPuLmJzCHMx,vylIlEH8HptX,01034be7-5621-42cc-90f5-f7fde9e72102,Please give a rating,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:11.335000+00:00,2020-07-30 22:08:32.066000+00:00,9999-12-31 23:59:59.999000+00:00,True
IRVemSeC,6NnDlltSs1fQ,yxU9LQRlgzaX,bc36b944-0adb-407a-bb19-68beda4f094e,"If you had a time machine, what’s the one thing we control as a team that you’d go back and do differently?",short_text,Realistically please :P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:32.499000+00:00,2021-06-04 17:57:01.213000+00:00,9999-12-31 23:59:59.999000+00:00,True
fVpJAWb6,OFxFDdJhLW7W,,8202d3f7-8ae3-46d8-af76-afae968b0e75,And a contact phone number?,phone_number,In case we need to discuss your order with you.,,,,,,us,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:47.250000+00:00,2022-11-15 16:44:11.724000+00:00,9999-12-31 23:59:59.999000+00:00,True
lO3sHn,cldZgXh8YY1h,,7f873940e90a9618,"Before you go, is there anything else you'd like to add?",long_text,Something annoying you? Has someone done something amazing recently? Want to write about your dog?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:14.326000+00:00,2021-09-27 20:08:51.511000+00:00,9999-12-31 23:59:59.999000+00:00,True
yud5HMZ4,rvyfmTv1bBCh,ErgmA99log05,aa4c2245-6b38-4353-b19f-2cb2911ddf7a,Website/Blog,website,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:43.477000+00:00,2022-10-23 18:47:45.935000+00:00,9999-12-31 23:59:59.999000+00:00,True
lO3sHn,UPp9LstdRhB5,,f1ebc72c958f5d4a,How would you rate your pay?,rating,How fairly do you feel paid for your position?,,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:14.326000+00:00,2021-09-27 20:08:51.511000+00:00,9999-12-31 23:59:59.999000+00:00,True
fVpJAWb6,me4PLYwUPYXi,,9d9e68c9-1ae4-4f29-b7ae-90a93409c14f,Thanks. Could we get a name for the order?,short_text,First name and surname please.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:47.249000+00:00,2022-11-15 16:44:11.724000+00:00,9999-12-31 23:59:59.999000+00:00,True
WtnwWfU9,oTKMbXINU2rI,,d1961410-8c0d-4898-aada-1b612f9555bd,Which Newsletter do you prefer? ,picture_choice,"1. Many blog options every month.
2. One insightful piece of content.",,,,,,,False,False,False,,False,True,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:43.020000+00:00,2022-03-08 19:16:55.484000+00:00,9999-12-31 23:59:59.999000+00:00,True
wzxbYq72,ONyAlfNn2VNz,,6f04a1bb-b183-4627-a121-425587c01214,The term that we're currently using is _*Unupgradable*__._,yes_no,"Does this label make sense?
Does this label help you understand the description without any context?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:45.092000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
wDlqAkFc,5mVWZVoI2iHP,aqnY1xmSwia3,49f77381-3a96-48cb-8af9-0bcdf68e9ee0,What actions would YOU recommend to improve the PINWHEEL TEAM?,long_text,"Consider structure, roles, strengths, staff, process, or anything you want.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:11.338000+00:00,2020-07-30 22:08:32.066000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,2Njyu0qVwnhp,jObhCC4miVnS,338af829-f6fc-4173-b793-e15a68bacb82,"Have you built a digital acquisition funnel for anything before? If so, tell us about that story and some of the metrics you tracked along the way. ",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:12.281000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
XsezE0qD,WUGUhnp99KtN,,f3880b30-f582-49c0-a44d-ffb9c18781a0,"When is bedtime, usually?",short_text,Or at what time would you like their nighttime mode to begin?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:18.376000+00:00,2022-06-15 17:07:46.599000+00:00,9999-12-31 23:59:59.999000+00:00,True
CeKmJj5Q,2YholWS5GTCH,,f5daaab1-5c26-4341-95f6-5a365d63f1cb,Please read the conversation snippet on the left and label the *maximum display of violence* *in ANY message *of the conversation,multiple_choice,"
Violence in this MVP scoping includes both potential harm to others and harm to oneself. 

Note: outbound/inbound is relative to Pinwheel phone.",,,,,,,False,False,False,True,,,,,,,,,,,,split,left,image,https://images.typeform.com/images/zMNbgWV6xRhr,,,2,,,False,,,,,,2023-05-09 15:55:58.704000+00:00,2022-10-18 17:36:56.171000+00:00,9999-12-31 23:59:59.999000+00:00,True
xaHb3xw2,uu80PLmeXuWj,,64ac168258e7fde4,And your last name?,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:46.687000+00:00,2021-10-20 01:16:14.356000+00:00,9999-12-31 23:59:59.999000+00:00,True
FXuUqlhr,5IJGrkSIyq3K,rXVmzs9xJQMP,70c13636-dc35-41bf-a71c-fab3c40b74a1,What are your thoughts on this topic area?,long_text,"What we do well, what you'd change - share it all!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:09.226000+00:00,2020-08-12 19:42:17.689000+00:00,9999-12-31 23:59:59.999000+00:00,True
xaHb3xw2,xMjQh02XegXu,,3dbc0369c1b57e69,Great! That's it.,statement,You will receive an email when your order has been processed. ,Continue,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:46.689000+00:00,2021-10-20 01:16:14.356000+00:00,9999-12-31 23:59:59.999000+00:00,True
HexkhBho,5NJdbXleKf9H,,c17c35aa-7708-42f2-864e-03bd9ef7ef94,Please read the conversation snippet on the left. *Is/was someone in this conversation in real danger?*,multiple_choice,"
Note: outbound/inbound is relative to Pinwheel phone.",,,,,,,False,False,False,True,,,,,,,,,,,,split,left,image,https://images.typeform.com/images/mkeeVXUNmsye,,,9,,,False,,,,,,2023-05-09 15:55:54.916000+00:00,2022-10-28 18:05:04.979000+00:00,9999-12-31 23:59:59.999000+00:00,True
qd1BXBHF,uNzp5SL0taKm,,a3406561-6195-49cf-8914-88f21f3cd511,Please tell us a little about the project(s) you're proudest of,long_text,"If it's somehow related to this NLP or this project, great! But it doesn't have to be - that time you won the national crocheting championship is also fair game!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:43.355000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
HexkhBho,cTpE9O4k0bBT,,b64d69bd-5a4d-45af-a8ee-c47e899b8158,Please read the conversation snippet on the left.* Is/was someone in this conversation in real danger?*,multiple_choice,"
Note: outbound/inbound is relative to Pinwheel phone.",,,,,,,False,False,False,True,,,,,,,,,,,,split,left,image,https://images.typeform.com/images/NmDDiUYTAtMN,,,11,,,False,,,,,,2023-05-09 15:55:54.916000+00:00,2022-10-28 18:05:04.979000+00:00,9999-12-31 23:59:59.999000+00:00,True
vgBnsZ5t,EFjFNpPF4azW,,1d13db75-8ea5-4d6d-adf8-f70303aa437b,How often do you monitor your child's phone?,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,float,left,image,https://images.typeform.com/images/HThK7KVfww2d,,,16_analytics@4x,,,True,,,,,,2023-05-09 15:57:40.255000+00:00,2021-04-13 19:03:18.853000+00:00,9999-12-31 23:59:59.999000+00:00,True
zGAJwdex,tMDbG8RYzUZS,,f7d22856-b707-4d6a-b309-84ec5de6cffe,What age(s) are your children that are using Pinwheel?,multiple_choice,,,,,,,,True,False,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:45.899000+00:00,2022-04-15 01:39:06.816000+00:00,9999-12-31 23:59:59.999000+00:00,True
qd1BXBHF,7rzxNR5zOBnB,,76b62bdd-9b81-49dd-ac71-90a36803cf98,Are you planning to take CSE 8803 Applied Natural Language Processing during the Spring 2023 semester?,yes_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:43.359000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
mP8GzNoV,aAmdKmc3Tcut,,f00d24ff-f5d5-43c2-b96a-5d5709442945,What is causing you to leave Pinwheel?,multiple_choice,_Choose as many as you'd like_,,,,,,,True,True,True,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:24.089000+00:00,2023-02-27 20:42:44.975000+00:00,9999-12-31 23:59:59.999000+00:00,True
IRVemSeC,2SxjsjmJxn1q,,09f123d5-2e4a-4d89-89a8-d33b1baf6d41,Who are you?,short_text,Type your name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:32.498000+00:00,2021-06-04 17:57:01.213000+00:00,9999-12-31 23:59:59.999000+00:00,True
XlCI6VzX,AXnjPiI5BguG,,e5cde0ae-30ce-4089-a2eb-4ca9ed7fda5e,What is the email on your account?,email,This is the email you used at checkout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:55.324000+00:00,2021-05-02 18:07:44.377000+00:00,9999-12-31 23:59:59.999000+00:00,True
bD20ejMZ,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:50.623000+00:00,2021-09-10 19:35:13.810000+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,yFCWuUGW8Jlw,,60d9a6bc-ee6b-4660-8b93-860fef6b32a4,Do you already have a group you'd like to work with?,yes_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:40.980000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
CboEYzb7,hVJ7m0gnXFcs,FuYCn8dynK52,a655bf0b-f553-4ba0-8468-9760730f9a66,"Children should be seen, not heard.",yes_no,Or: Children should obey and not talk back. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:37.931000+00:00,2022-03-09 13:49:27.109000+00:00,9999-12-31 23:59:59.999000+00:00,True
zGAJwdex,fs1jJM77q8f9,,38124a8d-1528-45e7-9b66-e7754a634aef,Is there any other feedback you would like to give us?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:45.899000+00:00,2022-04-15 01:39:06.816000+00:00,9999-12-31 23:59:59.999000+00:00,True
lO3sHn,QwiUwO0ChtdQ,Xwwh5h8BzJh0,0f9d85f3-66ad-4c04-9f08-58e36a733047,Please give a rating,opinion_scale,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:14.323000+00:00,2021-09-27 20:08:51.511000+00:00,9999-12-31 23:59:59.999000+00:00,True
qd1BXBHF,olR9ZpqksfY0,7FQMLdt6eCto,43614e80-93c5-442f-9278-c4c3c7e917a1,Natural Language Processing (NLP),multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:43.360000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
XUa9ggXY,mKyIr6GrHOb6,,38124a8d-1528-45e7-9b66-e7754a634aef,Is there any feedback you would like to give us?,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:34.442000+00:00,2021-05-21 20:28:16.020000+00:00,9999-12-31 23:59:59.999000+00:00,True
e4ufGQWR,guQgBTZdIM8U,,072a73a4-dc5f-4258-ba0f-cf84194f8353,"First, what is your full name?",short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:55:57.900000+00:00,2022-10-21 18:35:56.522000+00:00,9999-12-31 23:59:59.999000+00:00,True
prVoxNf9,R5X3LULNx1uQ,vzXz1H2lDj60,c9e1fba8-bbbd-426b-83ba-304606f236a7,"What do you think the difference is between a ""Growth"" organization and a ""Marketing"" organization? ",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:30.550000+00:00,2021-07-12 21:48:13.416000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,ths0aVK54nzM,,9bf370169891a498,"OK, let's talk about skills! ",group,,Bring them on!,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:12.278000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
vgBnsZ5t,vZcGAlJLAcFx,,c0f04a45-35a1-4d73-a782-77385ae219db,I use a phone or tablet to keep my child busy.,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,float,left,image,https://images.typeform.com/images/bE4n7mT8p8qB,,,04_socialmedia@4x,,,True,,,,,,2023-05-09 15:57:40.254000+00:00,2021-04-13 19:03:18.853000+00:00,9999-12-31 23:59:59.999000+00:00,True
I7o6uxCF,cE2X9Lwq0exZ,9mzPnUhx2zFW,ab364b2f-8449-45ca-b409-974dd979a377,How well did the team prioritize issues of the crisis?,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:31.720000+00:00,2021-06-07 19:57:37.275000+00:00,9999-12-31 23:59:59.999000+00:00,True
I7o6uxCF,51hnIdkOOeev,GNip2Rka7Vqt,d379b9e8-f186-413d-b0fd-19e3eba5e477,Please comment on management of the crisis.,long_text,"Kudos, constructive criticism, and better plans for next time welcome!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:31.722000+00:00,2021-06-07 19:57:37.275000+00:00,9999-12-31 23:59:59.999000+00:00,True
SlUPej,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:12.466000+00:00,2022-06-15 01:34:31.308000+00:00,9999-12-31 23:59:59.999000+00:00,True
lO3sHn,DefaultTyScreen,,default_tys,"Thanks for completing this typeform
Now *create your own* — it's free, easy, & beautiful",THANKYOU_SCREEN,,Create a *typeform*,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:14.327000+00:00,2021-09-27 20:08:51.511000+00:00,9999-12-31 23:59:59.999000+00:00,True
CBJ5YM86,10aq2haDZEOS,,b93a120c-8ce9-4edc-8392-dc1b418ea46d,"*Clyde Protection Plan*
*Pinwheel Plus 2*

1 year coverage plan $59.99
2 year coverage plan $99.99
",multiple_choice,"
Start by choosing your plan below.",,,,,,,False,False,False,True,,,,,,,,,,,,split,right,image,https://images.typeform.com/images/HrTHmXM9589D,,0.0,Clyde Typeform Cover (1600x1600),,,False,,,,,,2023-05-09 15:55:41.460000+00:00,2023-01-06 17:09:18.282000+00:00,9999-12-31 23:59:59.999000+00:00,True
IRVemSeC,DNi9kmSlOTjI,yxU9LQRlgzaX,cbf4cac5-31e7-4903-b7d3-eda1a101b654,How important was the issue that was deemed a crisis?,multiple_choice,"Consider impact in terms of severity to the customers, brand, and bottom line as the reasons for \*making\* a crisis team.",,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:32.498000+00:00,2021-06-04 17:57:01.213000+00:00,9999-12-31 23:59:59.999000+00:00,True
tfFJLomK,kynot0XHtBqT,,af2dd29f-1caf-4321-a4eb-1b8b2a365bf7,Why or why not? ,long_text,"_""I find Pinwheel to be reliable""_",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:12.390000+00:00,2022-06-24 15:24:46.550000+00:00,9999-12-31 23:59:59.999000+00:00,True
xs0tZs,EejXM4tqlEZ5,,57f47123-cded-49fe-8bec-ef559c96ddc9,Please provide the following information for the child that will receive the phone. ,group,,Continue,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:58:14.007000+00:00,2021-08-30 21:27:09.654000+00:00,9999-12-31 23:59:59.999000+00:00,True
v5fs4MLL,8xADzKlRiGMD,,ef8152ad-8dff-4ce2-8050-ab927edfa8dd,"Your order details are below. To make changes, click Back.

Click Check Out to enter your payment information. You will have a chance to review your order before submitting payment.",THANKYOU_SCREEN,"Pinwheel Plus 2
Dual Layer Red Case
Screen Protector",Check Out,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:55:43.788000+00:00,2022-12-09 22:00:17.983000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,dHahL9ejbgiz,,9e452841a38fd286,And what's your email address?,email,This is how we'll contact you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:58:12.282000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
xs0tZs,ymJsyIkgR7jQ,,cba04447-ee6d-40b6-8a35-bfb6a85a159b,Are you currently employed?  ,yes_no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:58:14.008000+00:00,2021-08-30 21:27:09.654000+00:00,9999-12-31 23:59:59.999000+00:00,True
u0TPD34T,jhkkt6p9bDVw,IKLjw2XxumZH,8784f9a7-0938-4d72-8e67-23c8b51614ce,Depression,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:30.917000+00:00,2021-07-22 14:55:23.235000+00:00,9999-12-31 23:59:59.999000+00:00,True
qqmMBabq,ZcmyMN5ucPSB,,048a9d7d-67fc-4181-bebf-bb81456ab412,What's your Pinwheel email (ending with @pinwheel.com)?,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:42.994000+00:00,2023-01-05 17:17:55.620000+00:00,9999-12-31 23:59:59.999000+00:00,True
kpF10uRx,NQMOqLv5ox0F,pTMW1J1Aqdor,31afad7c-0f63-46ed-9fee-a02763b1395f,Git/GitHub,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:40.975000+00:00,2023-01-06 17:34:41.531000+00:00,9999-12-31 23:59:59.999000+00:00,True
qd1BXBHF,b56yVlU5Rxv3,7FQMLdt6eCto,33b06496-c22b-4c1b-93a8-5ba158812a7d,AWS/GCP/Azure,multiple_choice,,,,,,,,False,False,False,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:43.367000+00:00,2023-01-05 17:17:58.643000+00:00,9999-12-31 23:59:59.999000+00:00,True
wzxbYq72,FV5FBmZJ5O8e,,8e10163e-31fc-4c61-8ee4-c3f36d252472,"Do you have any suggestion on what label should we use rather than *""Allows Anonymous Communication""?*",short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:56:45.093000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
Wez0q1nI,Exkgb0iJEHdN,ths0aVK54nzM,c97365472a8e5ade,List some skills you already have. ,long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:58:12.278000+00:00,2023-03-30 19:05:43.137000+00:00,9999-12-31 23:59:59.999000+00:00,True
wDlqAkFc,nRZYDAq6lk2d,,092208ef-baca-4c5c-8df5-5bd0f7f87833,"What was the most NOT great about these last few weeks?
",long_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:58:11.333000+00:00,2020-07-30 22:08:32.066000+00:00,9999-12-31 23:59:59.999000+00:00,True
I7o6uxCF,bvB9mHMIHS4L,9mzPnUhx2zFW,bc36b944-0adb-407a-bb19-68beda4f094e,"If you had a time machine, what’s the one thing we control as a team that you’d go back and do differently?",short_text,Realistically please :P ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,2023-05-09 15:57:31.721000+00:00,2021-06-07 19:57:37.275000+00:00,9999-12-31 23:59:59.999000+00:00,True
XsezE0qD,cxacdP4J9faE,,3bf729ea-5b9b-4658-a982-7c2b684c1a4a,Let's set up (insert child's name)'s system!,statement,"You'll still be able to make changes to all their settings later, this will just get you started easily. (For people in a hurry, should we have a skip/escape option? Could configure with the primary caregiver as contact, default everything mode, no apps, no routines. If we add contextual help in CGP that can conditionally appear in each section that has not been touched yet, that could work?) (also, the flow will obviously be different if they have freemium or premium) ",Continue,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,2023-05-09 15:56:18.373000+00:00,2022-06-15 17:07:46.599000+00:00,9999-12-31 23:59:59.999000+00:00,True
o12nvR2G,bqqZLDQOjrTu,,f9e7ad53-0d00-4f83-a79a-8bf9855e5b3e,What's your email address?,email,Use your @gatech.edu email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:55:37.853000+00:00,2023-02-06 11:21:40.831000+00:00,9999-12-31 23:59:59.999000+00:00,True
u0TPD34T,qDIFMi0UFzQM,,5c4b7346-18a8-4b2b-8892-b5a4f66197d5,"On a scale of 1-5, please rate the likelihood of a smartphone to impact the Social and Emotional needs of youth development. ",opinion_scale,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:57:30.916000+00:00,2021-07-22 14:55:23.235000+00:00,9999-12-31 23:59:59.999000+00:00,True
wzxbYq72,H4xEH4pf6cFI,,05b957b2-0114-4889-bfd4-9b92baab5ad9,The term that we're currently using is _*Completely Free*__._,yes_no,"Does this label make sense?
Does this label help you understand the description without any context?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:45.087000+00:00,2021-11-08 18:00:33.616000+00:00,9999-12-31 23:59:59.999000+00:00,True
xaHb3xw2,ZvAXUHTMtTa4,,5c8cdadc-b5eb-4651-8946-24892c98a6f6,And how many {{field:384b27476ca4d24a}} would you like?,number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,2023-05-09 15:56:46.687000+00:00,2021-10-20 01:16:14.356000+00:00,9999-12-31 23:59:59.999000+00:00,True
