caregiver_id,device_type,user_session_id,session_date,cgp_route,starting_page
00041688-e4de-4b88-98ce-7877c9d46f9d,mobile_app,3,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1363266, dashboard, dashboardlocation-history",dashboard
000f2153-a9d0-4b20-b0c3-50addfca0a48,mobile_web,2,2023-11-24,phone-historytextapproved,phone-historytextapproved
000f2153-a9d0-4b20-b0c3-50addfca0a48,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1630598, dashboard",dashboard
000f2153-a9d0-4b20-b0c3-50addfca0a48,mobile_app,5,2023-11-24,"dashboard, phone-history, phone-historytextapproved, dashboard",dashboard
000f2153-a9d0-4b20-b0c3-50addfca0a48,mobile_app,9,2023-11-24,"dashboard, phone-historytextapproved, phone-history, dashboard, dashboard, dashboard",dashboard
0029eaca-3190-44f3-bdd4-e0d6f9cbe02e,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, dashboard, apps, appsallall, appsallall, appsallall, appsallall, appsallall",dashboard
004ff218-9b54-4cd0-98d2-145d53cc0d03,mobile_web,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, account, contacts, contactsApproved, phone-history, phone-historytextapproved, account, phone-history, phone-historytextapproved, calendar, dashboard, account, dashboard, dashboard, phone-historytextappr",dashboard
00781124-590c-4397-b044-c11aa55fc7ee,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, calendar, phone-history, phone-historytextapproved, phone-historytext842749, phone-historytextapproved",dashboard
008d6c5b-1848-4e45-a553-77da979fcfeb,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytext, phone-historytext, phone-historytext1050356, phone-historytext, phone-historytext, phone-historytext1156803, phone-historytext, phone-historytext, phone-historytext805059, phone-historytext, phone-historytext, p",dashboard
008d6c5b-1848-4e45-a553-77da979fcfeb,mobile_app,5,2023-11-24,"dashboard, phone-history, phone-historytext, phone-historytext, phone-historytext1817543, phone-historytext, phone-historytext",dashboard
00b5680a-4d83-4c29-8eeb-0c1900e5c6bf,mobile_app,3,2023-11-24,"phone-historytextapproved, phone-historytext1758940, phone-history, phone-historytextapproved",phone-historytextapproved
00b5680a-4d83-4c29-8eeb-0c1900e5c6bf,mobile_app,7,2023-11-24,"dashboard, phone-historytextapproved, phone-history",dashboard
00e1200a-f478-4a81-885f-445fd033cf79,mobile_web,1,2023-11-24,"dashboard, dashboard, dashboard",dashboard
00efa716-c5b1-43a6-99df-1668125efc51,mobile_app,1,2023-11-24,"phone-historytext, phone-historytext",phone-historytext
0127e073-5c6f-4c1e-afeb-adff95ebceed,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, apps, appsallall, appsallnew, appsallaeb0725f-2988-4014-b609-a9b419be9686, appsallaeb0725f-2988-4014-b609-a9b419be9686c09d0dac-ee7b-40e9-9c49-223c95dd0ee7, appsallaeb0725f-2988-4014-b609-a9b419be9686, ap",dashboard
0155e61f-c84a-4cf4-8301-bcdff220cdd1,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1919105, phone-historytext, phone-historytextapproved, phone-historytext1908129, phone-historytextapproved, phone-historytext1919074",dashboard
01a41281-7a7d-43ab-a85a-eab0c176a776,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytext, phone-historytext, contacts, contactsApproved, contactsApprovedb6f2d614-da3f-4e86-99b8-b71b15e19554, contactsApproved, phone-historytext, phone-historytext, contacts, contactsApproved, contactsApprovedd8518e8e-4",dashboard
01db25b1-46df-4227-9df8-9a8d441a32d9,mobile_web,3,2023-11-24,"dashboard, phone-history, phone-historytextapproved",dashboard
01eff675-c354-48af-bc10-0fd3e5ee9382,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1911638, phone-historytext, phone-historytextapproved, phone-historytext1157630, phone-historytextapproved, phone-historytext1823605, phone-historytextapproved, phone-historytextreview, ",dashboard
024376e8-4221-4a00-a8c9-077106e7af98,mobile_app,1,2023-11-24,"dashboard, phone-historytextapproved, phone-history, phone-historytext688848, phone-historytext, phone-historytextapproved, calendar",dashboard
02809a86-a220-4739-8889-5a3b85c845f1,mobile_app,1,2023-11-24,"phone-history, dashboard, phone-historytextapproved, phone-historycall, dashboard, contacts, contactsApproved, apps, appsallall, contacts, contactsApproved, contactsPending, contactsPendingde5828e5-1fe3-4bcd-8feb-e1cddefde99a, contactsPending, contactsPend",phone-history
0298c497-7247-4963-af99-7fc16621ef9a,desktop,1,2023-11-24,"appsall274c8954-6a82-4e05-9343-3b2a228ea180, appsall13abe2e6-cc49-4060-a390-a407a3770ed6, appsall7ddf1eb1-6f83-488a-abe5-52b752c7febb, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, appsallall, a",appsall274c8954-6a82-4e05-9343-3b2a228ea180
02d3a524-5b69-4405-acb2-3f5d76d6a14f,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1671337, phone-historytext, phone-historytextapproved, phone-historytext1678326, phone-historytextapproved, phone-historytext1672979, phone-historytextapproved, phone-historytext1721234,",dashboard
02ef5bed-a826-4f1d-9579-adc723ab267d,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, account",dashboard
036f9088-35bd-4bef-94d9-ab509f606e77,mobile_web,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytextreview, phone-historytextapproved",dashboard
037c5695-3b9e-4870-a33f-d5c7ca4b1cb1,mobile_web,2,2023-11-24,"phone-historytext1300409, phone-historytext, phone-historytext",phone-historytext1300409
037d0cdb-b25d-40ea-a7f6-cc8f787abb92,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1746409, phone-historytext1746409, phone-historytextapproved, phone-history, phone-historytextapproved, phone-historytextreview, phone-historytext1924412, phone-historytext1924412, phone",dashboard
03c164d5-9eaf-446e-91d5-89c25f5c19ac,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, dashboard, calendar, phone-history, phone-historytextapproved, contacts, contactsApproved, phone-historytextapproved, calendar, dashboard, dashboard, phone-history, phone-historytextapproved, phone-histo",dashboard
03c8031f-130f-41f2-9dd4-0cfa8920b5e5,mobile_app,3,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historycall, phone-historytext, phone-historytextapproved, phone-historytext1810314, phone-historytextapproved, dashboard, phone-history, phone-historytextapproved, phone-historycall",dashboard
03eb0f38-164b-486b-aa59-e80a5e34afd4,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext524046, phone-historytext, phone-historytextapproved, phone-historytext981220, phone-historytextapproved, phone-historytext193080, phone-historytextapproved, phone-historytextreview, pho",dashboard
040ea017-4f79-4b09-a45c-8f958b1b2d35,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1868615, phone-historytext, phone-historytextapproved, phone-historytext1504776, phone-historytextapproved",dashboard
0425eae4-8961-4cbc-a8b0-fbf2518f5792,mobile_web,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, calendar",dashboard
043ffc5d-a14c-4c58-b6e6-29d8ef08b3f6,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved",dashboard
04b831ab-9099-430d-a07b-3904d90335ea,desktop,3,2023-11-24,"contacts, contactsApproved, calendar, apps, appsallall, appsinstalled, appsinstalledb968e05a-f9bb-437a-886e-7c9c6b8ed4c1, appsinstalled, appsinstalled4d08582a-3aa4-475a-a9ff-747cd2567bac, appsinstalled, appsinstalled67a3a4e9-8d32-462a-9688-1a5101a0d548, ap",contacts
04d0e5ac-3525-4c0d-99e4-33c3b7857ffd,mobile_app,2,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytext1685123, dashboard",dashboard
051d6727-ceaf-4fa2-bbdc-7a53ba0fa5f2,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, phone-historytextreview, phone-historytext1816687, phone-historytextreview, dashboard, phone-history, phone-historytextapproved",dashboard
058abf8a-c19a-42af-8dcf-0c67138f13f9,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, dashboard, calendar",dashboard
058abf8a-c19a-42af-8dcf-0c67138f13f9,mobile_app,5,2023-11-24,"dashboard, phone-history, phone-historytextapproved, dashboard, phone-history, phone-historytextapproved, phone-historytext1153481, dashboard, dashboard, dashboard, phone-history, phone-historytextapproved, dashboard, dashboard, phone-history, phone-histor",dashboard
05996403-ebdc-4f10-97c1-534d9c2f87dc,mobile_app,1,2023-11-24,"dashboard, phone-history, phone-historytextapproved, apps, appsallall, appsallnew",dashboard
