ts,child_id,network_response,reason,carrier_identifier
2023-10-17 18:25:11,338ce255-7410-48e2-b6a1-b8fac41b82b0,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Verizon 
2023-10-17 18:25:22,2fdd90c4-704a-49ec-8f48-7e98c75b04fe,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 18:26:02,2fdd90c4-704a-49ec-8f48-7e98c75b04fe,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 18:26:45,2fdd90c4-704a-49ec-8f48-7e98c75b04fe,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 18:27:08,2fdd90c4-704a-49ec-8f48-7e98c75b04fe,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 18:27:17,58433fb7-261b-4264-90d1-838d266e009c,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network not available.",T-Mobile
2023-10-17 18:28:25,2fdd90c4-704a-49ec-8f48-7e98c75b04fe,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 18:29:09,2fdd90c4-704a-49ec-8f48-7e98c75b04fe,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 18:29:36,2fdd90c4-704a-49ec-8f48-7e98c75b04fe,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 18:29:52,e561c7f2-2413-4c37-b57c-ec28c5c1c67c,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",AT&T
2023-10-17 18:32:15,4f15d23e-4eb6-469a-ae08-241dc3a67aad,ERROR,"Reason: 5503, ERROR_UNSPECIFIED",AT&T
2023-10-17 18:33:23,338ce255-7410-48e2-b6a1-b8fac41b82b0,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Verizon 
2023-10-17 18:45:38,b56ce917-029a-40d8-9f93-44fe94affd1f,ERROR,"Reason: 1115, ERROR_UNSPECIFIED",Verizon 
2023-10-17 18:47:18,bfdd69d1-f7b8-4919-b9a3-9fb9cd74d9e8,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Visible
2023-10-17 18:47:44,ea16d745-b678-46c4-94ea-70a5187d6864,ERROR,"Reason: 2501, ERROR_UNSPECIFIED",Spectrum
2023-10-17 18:47:55,ea16d745-b678-46c4-94ea-70a5187d6864,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Spectrum
2023-10-17 18:47:57,ea16d745-b678-46c4-94ea-70a5187d6864,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Spectrum
2023-10-17 18:48:01,ea16d745-b678-46c4-94ea-70a5187d6864,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Spectrum
2023-10-17 18:48:54,696413dd-7755-4175-8a3a-3c74e9bcea0c,ERROR,"Reason: OUT_OF_SERVICE, Description: Your phone's not registered on a network, so you can only make emergency calls.",T-Mobile
2023-10-17 18:48:58,696413dd-7755-4175-8a3a-3c74e9bcea0c,ERROR,"Reason: OUT_OF_SERVICE, Description: Your phone's not registered on a network, so you can only make emergency calls.",T-Mobile
2023-10-17 18:50:43,a19b6f0c-cfd8-42b6-9a87-f3b95c8a0f13,ERROR,"Reason: 500, ERROR_UNSPECIFIED",Verizon 
2023-10-17 18:53:34,38b29507-e655-4c27-abfa-5866447e7560,ERROR,"Reason: 5480, ERROR_UNSPECIFIED",Verizon 
2023-10-17 18:55:59,0097d2ef-0151-4eaa-813f-484018729cde,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",US  Mobile
2023-10-17 18:56:04,0097d2ef-0151-4eaa-813f-484018729cde,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",US  Mobile
2023-10-17 18:56:16,4b14b286-2392-4193-b6bd-5c28d715d8ae,OTHER,Reason: IMS_MERGED_SUCCESSFULLY,T-Mobile
2023-10-17 18:56:23,0097d2ef-0151-4eaa-813f-484018729cde,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",US  Mobile
2023-10-17 18:56:40,304ab167-c6fe-4429-91b7-eb20bde58511,ERROR,Reason: ERROR_UNSPECIFIED,T-Mobile
2023-10-17 18:58:28,304ab167-c6fe-4429-91b7-eb20bde58511,ERROR,Reason: ERROR_UNSPECIFIED,T-Mobile
2023-10-17 19:04:08,de2a50e4-d62b-4e4d-baa5-06b1f7c777b8,ERROR,Reason: ERROR_UNSPECIFIED,Ultra
2023-10-17 19:07:46,b17447d4-959a-45d6-a78e-76e674c36748,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-10-17 19:08:25,4c11f658-775a-48b1-8acb-9736e3dbfd7a,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Xfinity Mobile
2023-10-17 19:11:49,a1c4ce96-c4de-4653-9d5b-c73253ae26d0,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Cannot place a call as there is an unanswered incoming call. Answer or reject the incoming call prior to placing a new call.",AT&T
2023-10-17 19:12:28,0117adf0-dc9f-492d-917f-db5b8a61e2b8,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Cannot place a call as there is an unanswered incoming call. Answer or reject the incoming call prior to placing a new call.",Verizon
2023-10-17 19:18:56,66c4df54-148d-475f-a6fe-ce6b080919ee,ERROR,"Reason: 487, ERROR_UNSPECIFIED",Verizon 
2023-10-17 19:20:01,f2044d6a-b0d3-4d1e-90e5-474e082a3f18,ERROR,"Reason: CM_SER_UNAVAILABLE, ERROR_UNSPECIFIED",T-Mobile
2023-10-17 19:30:25,9703e8ff-0efe-4b21-8c16-8fc3519a68de,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Cannot place a call as there is an unanswered incoming call. Answer or reject the incoming call prior to placing a new call.",T-Mobile
2023-10-17 19:31:13,dc62dd3b-2302-443f-815b-650e0ae23faa,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-10-17 19:31:22,dc62dd3b-2302-443f-815b-650e0ae23faa,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-10-17 19:32:38,01bfefbf-dd42-4e4b-8425-d612b0be7db5,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Verizon 
2023-10-17 19:33:25,e705fbbc-088c-48ff-bf6b-e2e83e47711a,ERROR,"Reason: OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-10-17 19:37:57,26f54a1a-3802-4d4d-8707-a9e9dcde10ea,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",Verizon 
2023-10-17 19:38:12,26f54a1a-3802-4d4d-8707-a9e9dcde10ea,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",Verizon 
2023-10-17 19:39:37,dbf4a7e1-9e0d-482e-9080-cfc6611cd03b,ERROR,Reason: ERROR_UNSPECIFIED,T-Mobile
2023-10-17 19:43:33,ff41b450-269f-4a4d-b7ff-658b98e678ba,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",US  Mobile
2023-10-17 19:43:36,ff41b450-269f-4a4d-b7ff-658b98e678ba,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",US  Mobile
2023-10-17 19:43:37,ff41b450-269f-4a4d-b7ff-658b98e678ba,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",US  Mobile
2023-10-17 19:45:12,eff48f57-7aca-4eff-97f1-e547ad202635,ERROR,Reason: ERROR_UNSPECIFIED,T-Mobile
2023-10-17 19:47:28,a54d13e4-ad3d-4bc8-92b7-9e802aaf2d8d,ERROR,"Reason: cannot dial voice call in out of service, OUT_OF_SERVICE, Description: Your phone's not registered on a network, so you can only make emergency calls.",Home
2023-10-17 19:47:29,a54d13e4-ad3d-4bc8-92b7-9e802aaf2d8d,ERROR,"Reason: cannot dial voice call in out of service, OUT_OF_SERVICE, Description: Your phone's not registered on a network, so you can only make emergency calls.",Home
2023-10-17 19:47:29,a54d13e4-ad3d-4bc8-92b7-9e802aaf2d8d,ERROR,"Reason: cannot dial voice call in out of service, OUT_OF_SERVICE, Description: Your phone's not registered on a network, so you can only make emergency calls.",Home
2023-10-17 19:47:33,7526318d-2ea6-42e6-a5b4-90e35ddf443b,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
2023-10-17 19:47:34,a54d13e4-ad3d-4bc8-92b7-9e802aaf2d8d,ERROR,"Reason: cannot dial voice call in out of service, OUT_OF_SERVICE, Description: Your phone's not registered on a network, so you can only make emergency calls.",Home
2023-10-17 19:47:34,7526318d-2ea6-42e6-a5b4-90e35ddf443b,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
2023-10-17 19:47:51,7526318d-2ea6-42e6-a5b4-90e35ddf443b,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
2023-10-17 19:47:52,7526318d-2ea6-42e6-a5b4-90e35ddf443b,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
2023-10-17 19:47:54,7526318d-2ea6-42e6-a5b4-90e35ddf443b,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
2023-10-17 19:47:56,7526318d-2ea6-42e6-a5b4-90e35ddf443b,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
2023-10-17 19:48:24,a54d13e4-ad3d-4bc8-92b7-9e802aaf2d8d,ERROR,"Reason: cannot dial voice call in out of service, OUT_OF_SERVICE, Description: Your phone's not registered on a network, so you can only make emergency calls.",Home
2023-10-17 19:48:55,1a90644e-927a-4129-93a6-5cb9b355c251,OTHER,Reason: IMS_MERGED_SUCCESSFULLY,T-Mobile
2023-10-17 19:49:55,147fc4b2-a5e9-4104-83ed-96c2fce28bc8,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 19:49:59,147fc4b2-a5e9-4104-83ed-96c2fce28bc8,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 19:50:05,147fc4b2-a5e9-4104-83ed-96c2fce28bc8,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 19:52:46,85184d1d-b650-4cc5-8069-27f6fc78a16e,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Your phone's not registered on a network, so you can only make emergency calls.",T-Mobile
2023-10-17 19:53:24,e0a48840-dffe-46e6-9789-7da136c72836,ERROR,"Reason: 480, ERROR_UNSPECIFIED",GSMA
2023-10-17 19:53:45,a54d13e4-ad3d-4bc8-92b7-9e802aaf2d8d,ERROR,"Reason: cannot dial voice call in out of service, OUT_OF_SERVICE, Description: Your phone's not registered on a network, so you can only make emergency calls.",Home
2023-10-17 19:55:51,e9ad93c5-fb8c-430d-b738-fa4821e0b9cf,ERROR,"Reason: OUT_OF_SERVICE, Description: No cellular network available. Connect to an available Wi-Fi Network to make calls.",Mint
2023-10-17 19:59:31,60476dc3-fb0b-4bb2-8348-f3303ed82622,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Verizon 
2023-10-17 20:00:20,cd648dec-2a6f-4f94-a807-78cce3e1b60b,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Verizon 
2023-10-17 20:00:24,cd648dec-2a6f-4f94-a807-78cce3e1b60b,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Verizon 
2023-10-17 20:00:52,c6e305af-6a20-496a-850d-6a337870eae0,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-10-17 20:07:14,403c171c-271f-481f-ad29-e11540d30faa,ERROR,Reason: ERROR_UNSPECIFIED,T-Mobile
2023-10-17 20:08:05,53a24d7b-2d32-425b-8059-25a4770861fb,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network not available.",Emergency calls only
2023-10-17 20:08:07,53a24d7b-2d32-425b-8059-25a4770861fb,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network not available.",Emergency calls only
2023-10-17 20:12:00,5da57698-7862-4fac-9930-91ad9fc29f5b,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",Verizon 
2023-10-17 20:13:50,428735d4-3427-4cb4-a599-8532f16c3d91,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-10-17 20:14:08,2e4b9665-209a-4759-aad9-bf5d21d9bdd7,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",Mint
2023-10-17 20:17:49,ee5e3f54-8c65-409c-9818-e911529e410d,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 20:19:11,433d8103-1c5c-4630-907a-3881d264e009,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",Verizon 
2023-10-17 20:21:10,a94157e3-ddcb-4a3b-8086-63b00f1495e1,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",AT&T
2023-10-17 20:21:42,279dc3fd-e1d8-4b2b-ae12-ad2786c8cf20,ERROR,"Reason: 2501, ERROR_UNSPECIFIED",Verizon 
2023-10-17 20:22:38,8c929f28-0161-464e-aac7-66a37497669c,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",US  Mobile
2023-10-17 20:23:41,26b6a923-f12d-417c-95e5-75a2f00d5f18,ERROR,"Reason: Phone is null, OUT_OF_SERVICE, Description: Mobile network not available.",
2023-10-17 20:23:45,26b6a923-f12d-417c-95e5-75a2f00d5f18,ERROR,"Reason: Phone is null, OUT_OF_SERVICE, Description: Mobile network not available.",
2023-10-17 20:23:48,26b6a923-f12d-417c-95e5-75a2f00d5f18,ERROR,"Reason: Phone is null, OUT_OF_SERVICE, Description: Mobile network not available.",
2023-10-17 20:23:49,26b6a923-f12d-417c-95e5-75a2f00d5f18,ERROR,"Reason: Phone is null, OUT_OF_SERVICE, Description: Mobile network not available.",
2023-10-17 20:23:51,26b6a923-f12d-417c-95e5-75a2f00d5f18,ERROR,"Reason: Phone is null, OUT_OF_SERVICE, Description: Mobile network not available.",
2023-10-17 20:24:04,8c929f28-0161-464e-aac7-66a37497669c,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",US  Mobile
2023-10-17 20:26:18,dce635ff-b15e-4f4e-92fb-8cb6c87e9278,ERROR,Reason: ERROR_UNSPECIFIED,T-Mobile
2023-10-17 20:27:15,8c929f28-0161-464e-aac7-66a37497669c,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",US  Mobile
2023-10-17 20:30:33,6a66b8f8-aa2f-408b-805f-39589dd1c2c9,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-10-17 20:30:55,beddc493-232a-4af0-950b-00d6a85035d0,ERROR,Reason: ERROR_UNSPECIFIED,T-Mobile
2023-10-17 20:31:38,0030608c-716b-4adf-8984-4429350df18b,CANCELED,Reason: EMULATING_SINGLE_CALL,T-Mobile
2023-10-17 20:34:45,ac9aaddc-cecb-4515-a56e-cfb0ff1f1bd0,ERROR,Reason: ERROR_UNSPECIFIED,T-Mobile
2023-10-17 20:37:00,8c929f28-0161-464e-aac7-66a37497669c,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",US  Mobile
2023-10-17 20:38:49,63102492-a73d-4d2b-8660-1c48aef8ac21,ERROR,Reason: SERVER_UNREACHABLE,T-Mobile
2023-10-17 20:40:05,dc87f63d-7026-4cba-a4e4-6db674e4e79f,ERROR,"Reason: OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-10-17 20:45:29,206d2bf8-7ff9-4c06-8351-2d71dfcf1374,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Verizon 
2023-10-17 20:45:37,206d2bf8-7ff9-4c06-8351-2d71dfcf1374,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Verizon 
2023-10-17 20:45:48,206d2bf8-7ff9-4c06-8351-2d71dfcf1374,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Verizon 
2023-10-17 20:47:19,c55f4487-a8a2-42fa-ae91-d8a92f29c7ba,ERROR,"Reason: 487, ERROR_UNSPECIFIED",T-Mobile
2023-10-17 20:48:44,7a68e259-66be-44b1-a1a5-835b9b56160e,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Cannot place a call as there is an unanswered incoming call. Answer or reject the incoming call prior to placing a new call.",T-Mobile
2023-10-17 20:49:28,9df51a81-a264-4d7c-9433-09a90c7a0029,ERROR,"Reason: 5481, ERROR_UNSPECIFIED",T-Mobile
2023-10-17 20:53:08,730122b4-b9e1-430c-9e91-d401a3b62cb5,OTHER,Reason: IMS_MERGED_SUCCESSFULLY,T-Mobile
2023-10-17 20:53:36,f430e5ba-bc11-4276-ba11-5d61717491c6,ERROR,"Reason: OUT_OF_SERVICE, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
2023-10-17 20:54:09,d9f16559-c520-4c5d-90cb-cdf02e6df806,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",Ultra
2023-10-17 20:54:20,20159322-fe47-4c79-8983-5fce478b28ed,ERROR,Reason: ERROR_UNSPECIFIED,T-Mobile
2023-10-17 20:54:28,b29aa517-6a41-4e00-b7c7-2fa589718d07,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",AT&T
2023-10-17 20:54:44,ce60df64-53ab-46af-adeb-b54745ec84c2,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network not available.",T-Mobile
2023-10-17 20:54:59,ce60df64-53ab-46af-adeb-b54745ec84c2,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network not available.",T-Mobile
2023-10-17 20:55:07,15d16f6a-4532-4078-821b-18d84e409ca9,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Responda o rechace la llamada entrante antes de hacer una llamada nueva.",Mint
2023-11-24 22:30:26,63f88066-957a-4b37-a0e4-86f6b6f7ca85,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",Verizon 
2023-11-24 22:33:44,678fd8bc-02f0-4cf2-a65e-546357c74e43,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Tello
2023-11-24 22:35:16,def4a84e-02e4-4f71-be7f-66bcc6f9a896,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-11-24 22:36:21,dc37aa6f-a10e-4dd2-bde4-1d81203fb022,ERROR,Reason: CONGESTION,Ultra
2023-11-24 22:37:55,c91049ed-6d8e-43fd-8be4-f490d61ac0d9,CANCELED,Reason: null,T-Mobile
2023-11-24 22:38:48,0ad299d4-48a4-4d57-a734-0d5b74bb0335,ERROR,Reason: SERVER_UNREACHABLE,T-Mobile
2023-11-24 22:39:15,0ad299d4-48a4-4d57-a734-0d5b74bb0335,ERROR,Reason: SERVER_UNREACHABLE,T-Mobile
2023-11-24 22:39:31,0ad299d4-48a4-4d57-a734-0d5b74bb0335,ERROR,Reason: SERVER_UNREACHABLE,T-Mobile
2023-11-24 22:39:33,0ad299d4-48a4-4d57-a734-0d5b74bb0335,ERROR,Reason: SERVER_UNREACHABLE,T-Mobile
2023-11-24 22:41:09,bea15bd9-b980-44e1-8e83-d95324300283,UNKNOWN,Reason: null,US  Mobile
2023-11-24 22:42:18,afa91182-d3cb-43a6-8765-dda6cc08707b,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-11-24 22:42:22,bea15bd9-b980-44e1-8e83-d95324300283,UNKNOWN,Reason: null,US  Mobile
2023-11-24 22:43:12,2c9d8c88-6d1d-4bc1-82e7-0fb91f7eb95c,UNKNOWN,Reason: null,Verizon 
2023-11-24 22:43:53,afa91182-d3cb-43a6-8765-dda6cc08707b,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-11-24 22:45:46,afa91182-d3cb-43a6-8765-dda6cc08707b,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-11-24 22:46:00,afa91182-d3cb-43a6-8765-dda6cc08707b,ERROR,"Reason: ServiceState.STATE_OUT_OF_SERVICE, OUT_OF_SERVICE, Description: Mobile network is not available. Connect to a wireless network to make a call.",T-Mobile
2023-11-24 22:47:20,dbc2004b-e91c-4a7c-9fb8-af959082e673,CANCELED,Reason: null,T-Mobile
2023-11-24 22:48:14,b4bf5777-9c09-4fb6-b013-f72923b7eff6,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Cannot place a call as there is an unanswered incoming call. Answer or reject the incoming call prior to placing a new call.",T-Mobile
2023-11-24 22:52:42,ae832e32-18f8-4f0c-8eb6-3efb6bfe9467,OTHER,Reason: IMS_MERGED_SUCCESSFULLY,T-Mobile
2023-11-24 22:55:52,a769623f-c7e9-487d-9837-b0c4174160fc,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Cannot place a call as there is an unanswered incoming call. Answer or reject the incoming call prior to placing a new call.",T-Mobile
2023-11-24 22:57:56,a769623f-c7e9-487d-9837-b0c4174160fc,OTHER,Reason: IMS_MERGED_SUCCESSFULLY,T-Mobile
2023-11-24 22:59:54,9229a5c1-79ea-4f14-ab12-8dbba0c42b5f,OTHER,Reason: IMS_MERGED_SUCCESSFULLY,Verizon 
2023-11-24 23:01:13,ba8748fb-d564-4c3e-835b-459c4390cc36,ERROR,"Reason: 65535, ERROR_UNSPECIFIED",T-Mobile
2023-11-24 23:01:42,5fd521eb-0ded-4e6b-bcbb-314f854138cf,ERROR,"Reason: 1601, ERROR_UNSPECIFIED",Verizon 
2023-11-24 23:02:16,94f964a0-3784-4385-9eeb-8578efa7be64,ERROR,"Reason: 2501, ERROR_UNSPECIFIED",Verizon 
2023-11-24 23:07:14,f1a23969-f7af-4c7e-b418-4e4ac29848f5,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",AT&T
2023-11-24 23:08:21,7b2998a0-4447-4e49-88a3-e631de33a4c4,OTHER,Reason: IMS_MERGED_SUCCESSFULLY,Home
2023-11-24 23:10:13,bd938065-3b44-4ab8-9e10-4bcc231f47c1,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",Verizon 
2023-11-24 23:12:27,79f8c3b6-d4b7-41ae-960d-f3d849e87c4a,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Answer or decline the incoming call before making a new call.",Verizon 
2023-11-24 23:12:56,d4ab4309-64b5-41c9-8a67-aaf37ec28694,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Cannot place a call as there is an unanswered incoming call. Answer or reject the incoming call prior to placing a new call.",T-Mobile
2023-11-24 23:12:58,d4ab4309-64b5-41c9-8a67-aaf37ec28694,ERROR,"Reason: Can't place a call while another is ringing., CANT_CALL_WHILE_RINGING, Description: Cannot place a call as there is an unanswered incoming call. Answer or reject the incoming call prior to placing a new call.",T-Mobile
2023-11-24 23:13:22,ddf5ce9f-8d84-40fb-bdc9-2a8591ac279e,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
2023-11-24 23:13:23,ddf5ce9f-8d84-40fb-bdc9-2a8591ac279e,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
2023-11-24 23:13:25,ddf5ce9f-8d84-40fb-bdc9-2a8591ac279e,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
2023-11-24 23:13:26,ddf5ce9f-8d84-40fb-bdc9-2a8591ac279e,RESTRICTED,"Reason: ServiceState.STATE_EMERGENCY_ONLY, EMERGENCY_ONLY, Description: Your phone's not registered on a network, so you can only make emergency calls.",Mint
