id,routine_id,ts,percent_complete
1,a2234c89-9663-4e10-ad40-40334cee182e,2021-11-08 11:01:26,100
5,01a99438-1e56-4fa1-b34e-89f0980b7f82,2021-11-08 19:40:18,100
9,0a4fc860-4252-4bc8-ae2a-9ad4e902f6c2,2021-11-08 20:49:45,100
13,a42e6711-9537-483a-9f76-30c67f951bed,2021-11-08 21:00:26,100
17,614347f3-21da-438b-932e-5fe05a25c473,2021-11-08 21:00:00,44
21,c15c16dd-4a6e-4431-9b13-b56bf750a4d4,2021-11-08 21:06:23,100
25,6241b28b-912b-4760-aa19-0ede45150b16,2021-11-08 20:40:33,100
29,b15bf50b-5e72-4188-95d2-97f11dc35c34,2021-11-08 19:40:55,100
33,9b4703c3-6d71-46b7-a4d1-8bb2208103f1,2021-11-08 20:33:38,100
37,66d9a41d-762f-40b6-a038-f26bf679b20e,2021-11-08 21:10:30,100
41,523a95c9-e794-4ff7-95f4-c5080f401054,2021-11-08 21:10:10,100
45,52f5d451-9657-460f-807b-68d7a97b904d,2021-11-08 21:11:16,100
49,68cb8498-57fc-4d8b-9643-ad9101d4b5d4,2021-11-08 20:36:25,100
53,170be77e-8679-4461-8140-62d627e38247,2021-11-08 20:36:57,100
57,91ba8f43-25a6-411e-a236-ed9422bb069a,2021-11-08 19:54:41,100
61,2ecb3721-4ead-4fed-a135-5be2d7c3b399,2021-11-08 21:08:07,100
65,c565ba91-b355-45a5-bb1e-ca501311b45f,2021-11-08 21:14:16,100
69,63d43420-9c45-4fe8-84bd-604c3e4cb2df,2021-11-08 21:14:59,100
589838,08652b0d-21dd-4257-8f0a-d11d2a9900ee,2022-07-25 21:17:33,100
77,cbc67ff9-31d3-4548-8524-23e87a37a25d,2021-11-08 20:01:03,100
81,6a5d846c-6e87-443f-bcea-59df7f3c34a3,2021-11-08 20:41:30,100
85,1d2d55c2-94dd-4866-8fda-19aecb83d341,2021-11-08 20:01:59,100
89,f16191b6-afec-4c4e-9825-55d0bf96d932,2021-11-08 14:41:41,100
93,6a14c234-b225-4109-ad5f-862c676fc367,2021-11-08 20:35:38,100
97,1ea988b2-fb4e-4dc2-900a-1c9913c919cf,2021-11-08 21:20:15,100
101,2d3da9c7-b3e0-4ca1-9b59-ed21f9cf0a61,2021-11-08 17:10:01,100
105,e025f1a7-68f5-4df0-81d2-0e6b807697a6,2021-11-08 21:22:20,100
109,170ac201-cd15-43c9-832e-90c642108861,2021-11-08 20:07:42,100
113,ddd7d891-758d-47a7-b3d7-f1ab6a03fe3a,2021-11-08 20:09:32,100
117,3003627a-bfb8-4cdd-9cda-920f07df5b8b,2021-11-08 13:49:41,100
121,e31acf86-a9b9-482d-9fa3-10cfbe3bf844,2021-11-08 20:09:51,100
125,8830fbf1-e987-461b-8317-e90d6f0c3244,2021-11-08 21:27:09,100
129,f4401cf4-3912-4f7a-9f60-210b1e00accb,2021-11-08 11:22:48,100
133,8afe28fa-2cda-43e8-9c57-8441ae1ac6ef,2021-11-08 18:45:01,100
137,2239ce6b-d594-49bd-bd4f-2e745dcc5281,2021-11-08 12:06:26,100
141,fac4610d-168d-4b0c-83bb-258398197f77,2021-11-08 20:10:00,100
589840,da89c983-aa38-4dae-ba4e-4d8ec38087f7,2022-07-25 21:17:54,100
149,3f76c01b-aac2-451a-8f98-2314e8412557,2021-11-08 21:00:01,100
153,14594124-8e8b-43b5-8423-f554b964e15f,2021-11-08 21:35:55,100
157,9b2e09ae-2a9f-458b-9794-c729ea6db49b,2021-11-08 18:55:08,100
161,d3878e98-31fc-4d8a-9b13-a34929f03209,2021-11-08 21:39:25,100
165,661f3118-59d1-4d38-8768-68c14607b85b,2021-11-08 20:07:38,100
169,5bf03f7b-caaa-45ef-a3e4-6db196f007c2,2021-11-08 12:30:02,100
173,17b10d8a-62b0-4a32-9e21-7ca13c5dded8,2021-11-08 15:00:00,87
177,6cadc58b-5271-4dbc-ad50-d9f4466338b1,2021-11-08 21:45:02,100
181,fe1e5129-8575-4d4f-bbff-e2cbb476a5b8,2021-11-08 16:10:00,41
185,24232d93-b707-4f50-8286-01b227839abe,2021-11-08 01:16:58,100
189,8cd39c81-914b-461f-880a-0b12f02b3c4b,2021-11-08 00:30:51,100
193,0d8e0f5f-04ff-42a6-9d90-7797ecb487bd,2021-11-08 21:52:15,100
197,88408642-255d-4bfe-9d37-9294e79025fe,2021-11-08 20:23:29,20
201,b63ebb8f-78f2-436b-ae8c-66bd83c0d576,2021-11-08 21:53:09,20
205,6ae1b73d-957d-4a3d-9324-d17f301e937a,2021-11-08 19:00:10,100
209,b93f7532-e0dd-46fe-903f-fe0cb23a224b,2021-11-08 19:45:39,100
213,77cfa357-b415-4cb1-861a-131806a6bd5e,2021-11-08 21:56:32,100
217,c1dc6afe-efb2-4e24-9822-8d96b90e669d,2021-11-08 12:27:10,100
221,0c6350e8-f444-44fe-b8c9-16440e1de75a,2021-11-08 21:57:56,100
225,d0b440fc-3d2f-4667-af48-d2c43975f8fc,2021-11-08 21:58:28,100
229,f44ef48b-e569-4e3a-b7c3-c977547c75c6,2021-11-08 22:00:04,100
233,c91d5564-dc29-4934-bbef-5d0a0a13f951,2021-11-07 22:10:21,100
237,7129ddd5-d9c3-4f92-927c-27b0588a45d2,2021-11-08 20:53:50,100
241,def2fdf4-c520-4fa0-aaf4-96567d24b1bf,2021-11-08 22:04:34,100
245,e07dd66a-514e-4b77-b70d-68a1af057de5,2021-11-08 13:48:28,100
249,2f798778-d82c-4fbd-8d66-9b5eff396a1b,2021-11-08 22:08:50,100
589841,6b1e6902-a08a-4524-940d-008194744da9,2022-07-25 21:18:52,100
257,12062cd9-b2ea-4614-a921-30baf16845f0,2021-11-08 22:12:16,100
261,295ef822-c931-4e3c-8aaf-914d85b848e6,2021-11-08 22:14:44,100
265,64b2f490-c955-47f2-a128-91bc03219594,2021-11-08 22:15:49,100
269,d63965c2-1555-4371-b5df-29807226ae1a,2021-11-08 22:19:19,33
273,c3d2b056-d79e-4bb5-8077-4eca01ba5132,2021-11-08 20:00:00,33
277,fd04f48a-0471-452e-a89d-ab61aedd77e8,2021-11-08 21:58:21,100
586117,dc12f9ae-1832-45e4-a2e0-885ba8120b62,2022-07-24 01:07:20,100
285,da68cb26-9636-4d8f-8a97-c988ee5bc016,2021-11-08 19:35:48,100
289,4cf928dc-0253-44cf-8b83-18ec614ad23f,2021-11-08 22:25:05,100
293,0b48e26b-b838-4479-ab69-240059bdc341,2021-11-08 22:26:28,100
297,2e807a99-3e93-4960-90c2-7d15de069651,2021-11-08 22:27:29,100
301,aec0ff96-a0c3-47be-b77c-5058e4aaea66,2021-11-08 22:29:10,100
305,cb1547ca-1430-41af-8757-536a520835ed,2021-11-08 19:51:06,100
309,3ccd37b4-9d71-43a7-b09d-83fdcc924882,2021-11-08 22:32:18,100
313,9743909c-b193-4556-9482-81ea49e513c3,2021-11-08 15:11:09,100
317,bfb12ee7-6bba-4f85-9e02-91c9bd9fb2d9,2021-11-05 05:15:48,20
321,9ea46d2c-da95-4972-be37-ebaedc57a800,2021-11-08 14:43:35,100
325,6dea5b32-11d3-4118-815e-fd9a221250ad,2021-11-08 22:36:50,100
329,ee543809-66ac-42d7-ab4b-2e256ad616ef,2021-11-08 22:38:36,100
333,19fc3308-cd42-4a7a-85be-0308a6fc5c7f,2021-11-08 22:40:07,100
337,b031e8f7-31b0-47fb-a848-be0ed954e641,2021-11-08 12:50:12,100
341,0bd72add-11b1-4ceb-93f0-a87b813a5771,2021-11-08 22:41:32,100
345,9bd01f8b-2de5-458c-bdff-184a55f33393,2021-11-08 15:22:37,100
349,d4a02e56-2c54-4a91-8039-46aea7159942,2021-11-08 22:06:39,100
353,88352ff5-323e-4ed3-953f-18baebc6ebf6,2021-11-08 22:48:41,100
357,3291bcdd-344d-4c4d-8e4a-d2a1cd4be1f1,2021-11-08 17:14:06,100
361,794e5c90-c280-449b-b9e5-02a50b731ae4,2021-11-08 22:52:53,100
365,f5a2c63d-e1b2-4cee-9035-2ca994a8bee6,2021-11-08 13:56:10,100
369,7d0b4565-a1e5-4960-8e55-d055b431fe16,2021-11-08 16:02:33,100
373,f476f0d8-dfb1-401a-b9b6-8c5f2b7a6feb,2021-11-08 22:57:04,100
377,93a0b0e6-c78a-4db6-93c1-3a34af204a32,2021-11-08 22:58:49,100
381,288e5164-4495-4a2b-a32c-5d75e6594cea,2021-11-08 17:21:09,100
385,9e9eaba0-ba43-4595-9218-160f8a17e57f,2021-11-08 23:00:25,100
389,9410727a-97bd-446d-8758-3fe996e02b53,2021-11-08 23:03:58,100
393,74c1d6a4-f8a9-44cd-b57c-eb49f3addfbd,2021-11-08 13:22:09,100
397,692d182d-5ae6-417e-8414-aafbc198ea1e,2021-11-08 23:07:43,100
401,07046c4b-694c-46ec-9576-76b3701cf26b,2021-11-08 23:10:41,100
405,78ff9899-38eb-4c60-abc9-6278e3be21f1,2021-11-08 23:12:53,100
409,294bb988-75de-4dfa-ab16-0409324e0886,2021-11-08 23:14:29,100
413,814ba597-db62-431e-a0f6-9c7f0a3531d6,2021-11-08 23:15:57,100
417,c6d1aebe-632a-44da-8d2c-fee1ec769669,2021-11-08 23:17:06,100
421,62f23ef4-18c8-4e03-9d6c-af036c5ce3d6,2021-11-08 23:19:43,100
425,4fed0ec4-af9d-4894-a942-3cbc827683d7,2021-11-08 23:21:36,100
429,c856f39d-1e86-4f7a-8afe-edc911b8ff58,2021-11-08 23:23:58,80
433,4af13034-ee3b-4592-ac3c-cde06e76cdb1,2021-11-08 23:27:00,100
437,4047bd63-3c71-46a8-b05d-c1f87888f3a7,2021-11-08 23:29:02,100
441,c5b1df87-5252-4f79-af99-2a7e212e5901,2021-11-08 23:29:32,100
445,6e566db4-ddd2-40c4-9458-a4cf5b997dde,2021-11-08 23:32:08,100
449,fc41081d-4a07-4ba9-bf3d-242ff81e54e5,2021-11-08 23:33:41,100
453,ead53cd3-8441-4ca3-862f-937be83d8f25,2021-11-05 15:25:22,100
457,948f1442-e5c9-43f0-bcaa-701cd1594709,2021-11-08 15:40:34,100
461,1d355d14-579a-4128-adae-7a9ca68bb0f0,2021-11-08 23:38:13,100
