children_id,ts,rating
d848af07-e086-4831-8494-8273ad2a7631,2023-11-24 00:14:11,0
f3b46ba7-d0bc-4aac-ad9d-48e9a988a071,2023-11-24 00:34:19,0
9d529801-e7d1-4f99-a3d7-7d049c18d212,2023-11-24 00:53:57,-1
14a12978-4c87-4f77-9fff-9f91bce40a75,2023-11-24 01:20:21,-1
1e4107f5-3ea1-4946-a35e-e101ece9cf5a,2023-11-24 01:44:14,0
27ef2ea2-e1cf-46bb-9bf7-8346e470c5b1,2023-11-24 02:06:25,0
8ef7b214-f426-4d12-b9fb-53e944b5a289,2023-11-24 02:17:25,1
314f23b9-437b-4142-b3ef-e08201ff64d1,2023-11-24 02:32:15,-1
258270f3-2bad-4e7e-a602-a88818e0bb60,2023-11-24 02:38:02,1
f2930a78-bc2d-417d-8315-e2601c0bcf79,2023-11-24 02:56:31,0
e86e23c4-2e43-4da5-bc76-dd35822474dc,2023-11-24 03:18:52,1
e6e1f94d-1cc5-447c-a926-05f387467c1c,2023-11-24 03:48:50,1
ce82b36f-0c9e-41d8-9471-7b608c6d17d9,2023-11-24 04:11:17,0
0894a313-74e0-4ba5-b385-e4a24471ef08,2023-11-24 04:42:23,0
d2a23c0f-f24a-4889-b87c-3a2b3a48f440,2023-11-24 04:55:41,1
dd314cc9-a1f9-428d-a363-6ad009eb586b,2023-11-24 05:48:30,-1
46d97f66-76a4-4452-bd33-1e01bf37c79c,2023-11-24 10:26:12,0
1b33f6d4-d04b-460e-8667-ae3fb7eafe1f,2023-11-24 12:34:56,-1
b7ae681c-c783-4c62-80e7-9cbf24f9e52d,2023-11-24 13:01:06,1
2fea6a10-ced3-4759-9ad2-8302f61f1c01,2023-11-24 13:13:07,0
e99e37cf-13df-43c4-8489-6a6c7bca846e,2023-11-24 14:06:22,1
79f1b177-438a-48d7-9a0e-ca4a63d383b9,2023-11-24 14:13:37,1
e9b3891c-6767-4ec7-ad79-f6db8e4fe38c,2023-11-24 14:30:15,1
4da575d5-5c7f-4ec9-9c96-3c91b505cce1,2023-11-24 14:37:50,-1
bf308d1a-95ad-4b6c-8f5c-17a073a2b047,2023-11-24 15:00:21,1
9703e8ff-0efe-4b21-8c16-8fc3519a68de,2023-11-24 15:18:22,0
afe682ae-a419-4d8c-9792-a244ac5c2e5d,2023-11-24 15:27:14,0
6ee9807d-9276-438d-97ba-dc45edc4c252,2023-11-24 15:36:49,-1
69b24216-19a4-4b8b-8245-736f5eadba79,2023-11-24 15:46:45,-1
af3e0a84-4bf9-496d-a694-9312002e7e48,2023-11-24 16:04:38,0
8ef6f997-9c77-4d0e-a33f-f1a004066b9e,2023-11-24 16:18:15,0
029c8166-a65d-474b-8311-f5223a55aae0,2023-11-24 16:29:30,1
48143c42-9e15-463e-b22e-105627f89c59,2023-11-24 16:44:31,0
3cd058e6-12e5-473a-9688-89104bfad18a,2023-11-24 16:52:49,1
8e04f53d-428d-4ef2-813c-273451acfdfd,2023-11-24 17:03:50,-1
be5c4be1-f5ba-4339-8c56-e2b275b4f65b,2023-11-24 17:21:25,1
1539f1f2-d4aa-470b-97f1-e90883612237,2023-11-24 17:24:46,-1
e31cf727-9923-4264-b985-82d693df209f,2023-11-24 17:37:06,-1
2ba947cf-10f5-4ff0-adc8-4caaa9496b2c,2023-11-24 17:47:56,-1
a988388e-d794-40ae-a847-dbd9520c14ef,2023-11-24 18:01:12,0
19db5301-7b0a-4d25-a5b3-a74d7d863d9f,2023-11-24 18:14:10,0
ab2973ac-ed0f-4a6a-a9e5-6ebf2089a0ea,2023-11-24 18:26:20,1
890bd6ba-1df7-4666-b4dc-1ffe7b224111,2023-11-24 18:37:33,0
8ed2bf6e-1755-4c14-9c32-d9cdb31b1667,2023-11-24 18:46:24,1
6db67cf5-ecab-4756-9ba6-e527ab9ebe09,2023-11-24 19:04:54,0
39701c0b-76fa-4b15-8471-525927d93eaa,2023-11-24 19:09:28,-1
835b331c-3c81-40b3-b353-9f188878ed7d,2023-11-24 19:15:21,-1
d3749a4e-0b85-4eab-8a32-5889a72cf636,2023-11-24 19:24:33,0
a7d71c20-5d74-4a09-ba39-312d9bf2ee0c,2023-11-24 19:37:26,0
91b2ddde-76ad-4a77-8457-5f64851f8ff3,2023-11-24 19:53:03,-1
b8cb5402-51e3-425c-ab40-780101c23d8b,2023-11-24 20:16:07,1
63b34664-7685-4ffb-997c-6253e5a4c72d,2023-11-24 20:32:31,-1
5a671429-5e37-4c5c-a6ea-9ff61e25e7c5,2023-11-24 20:49:16,1
f983ab95-0489-4310-9adf-2fa67452e64a,2023-11-24 20:54:15,0
2c536257-a3a1-4e2c-bae6-1ccc76ed4e70,2023-11-24 21:01:52,-1
f768722b-57d4-4fbc-8256-1b367322ee15,2023-11-24 21:15:16,0
17546a5f-5fb6-4f13-abf2-6750d3b85c0b,2023-11-24 21:17:32,-1
6e74700e-b95a-4aaa-9dee-507ba2f4d684,2023-11-24 21:28:58,-1
598d8236-c778-4893-9b46-4785100356aa,2023-11-24 21:44:12,1
1aad4aaf-8e45-42ef-b3c6-8a12f938b22e,2023-11-24 21:53:21,1
2a84e629-c7b0-46ee-ab11-8450b3c10711,2023-11-24 22:01:47,1
ea45bd55-5f04-4075-b5ad-1cf33df3fa2a,2023-11-24 22:07:15,1
b27a14fe-af13-48c3-bdbe-79058e08e458,2023-11-24 22:11:58,1
0bc13418-75a9-46e3-9bdf-876d23a3f64e,2023-11-24 22:16:31,-1
8c0f5094-2f43-4000-a1ab-3178fd8f10eb,2023-11-24 22:24:31,1
818ba668-769f-47b0-9000-350029755aaf,2023-11-24 22:29:13,0
49fd13ac-32fc-44da-aecb-66589cd9f4be,2023-11-24 22:36:26,0
51541730-93f0-4844-82d7-9302c0aaf667,2023-11-24 22:52:38,-1
aaef1f92-c1a3-4e48-bee8-91236bec753d,2023-11-24 23:00:28,-1
ca4f7025-ba69-40c2-8ebb-4e81405ffb69,2023-11-24 23:11:31,-1
67fb6879-142c-430a-b278-d840a124082c,2023-11-24 23:16:56,1
9d6787c3-fbcd-4263-ae0c-fbe6d915db22,2023-11-24 23:21:47,0
47c34792-6b9a-43a4-a117-d8f64e864fdf,2023-11-24 23:32:45,0
f30177cf-2536-444c-9e33-55b024be287a,2023-11-24 23:40:07,-1
22f3cf90-4bc6-434b-9726-c4fa9750e54a,2023-11-24 23:46:42,0
56955afa-ebf2-4131-9fba-2b18afb4a54e,2023-03-16 00:09:37,0
f87f5539-493c-43d8-9c98-47c0fbd4a382,2023-03-16 01:19:18,1
4c96384e-bca1-491a-bf28-b9791f7256fa,2023-03-16 02:21:24,1
60f5d620-7967-4153-8832-71b94efae6ae,2023-03-16 03:20:04,1
79a31e55-0ee9-4e39-bc8f-84b13bcf2574,2023-03-16 08:49:06,0
24b85b9f-5137-495c-8c2e-f52aac8754d1,2023-03-16 12:45:01,1
2ba80ef1-f240-428a-b670-4f005ed5eb6e,2023-03-16 14:34:26,1
b7ed4a8d-40cb-4cf0-b514-2fa4b0c397c8,2023-03-16 16:01:24,-1
190ecf98-923f-4495-ac56-e768c155d836,2023-03-16 17:19:55,-1
83dda3ec-6094-454c-964a-e19035e58679,2023-03-16 17:56:04,-1
cb41220c-5d20-459a-b8c1-12179abf768a,2023-03-16 19:34:33,0
f6c45cb8-9259-4a2e-9ef2-fda95dcf9d61,2023-03-16 20:02:02,1
5fa707f2-6a85-4558-bedb-a1e0ab219191,2023-03-16 20:30:00,0
acd7ff3c-217d-452d-b862-8ffb6ac7cf2f,2023-03-16 21:25:04,-1
d6d0c6a7-1bee-452e-8975-de00bda86643,2023-03-16 22:27:50,1
ec42a712-13e8-420f-ae25-30d050432362,2023-03-16 23:14:08,1
2927087c-eb98-4c76-a27f-e4a9f956861a,2023-03-16 23:50:39,1
2b818755-3891-440d-83c5-73a6599eeca6,2023-10-10 00:12:25,-1
c1fafcdd-74f6-41fd-98e0-00be4bea0c40,2023-10-10 00:45:35,-1
af44afce-48eb-4687-98b9-6523282026b6,2023-10-10 00:59:45,1
f9b74490-9669-40bc-bc42-0d3f559afa80,2023-10-10 01:19:15,1
57b2728c-1b30-4aee-a1e9-3ca0277091e0,2023-10-10 01:40:31,0
c2331c0c-48eb-48be-af54-ae458f158efd,2023-10-10 02:01:17,0
6a9a0d01-9579-47d0-9946-db68d787f927,2023-10-10 02:42:44,0
ae567446-e8d5-4e52-a7af-23e57c1d1bd9,2023-10-10 03:16:31,-1
c3d9504a-4691-436e-ace9-890367a9059e,2023-10-10 03:59:41,0
d9f56104-0fca-40ca-89f5-53d9afc69d88,2023-10-10 04:42:21,1
05fe74d6-e69d-4fe9-8532-2b634f7330d5,2023-10-10 11:29:57,1
c2774600-f27b-4bf4-a357-2ecf49968886,2023-10-10 11:38:43,1
9b526d28-cd5f-489a-bfac-0f7fd5c97eb7,2023-10-10 12:03:14,-1
eb680cbf-7cd6-432b-992c-899dc83a65e1,2023-10-10 12:40:21,-1
5a53c609-39cc-4280-9faf-374e77b560f2,2023-10-10 13:01:32,-1
14582f8c-1bac-4a71-9eca-edf87d030aa3,2023-10-10 13:49:54,0
f6234678-3fa9-41fd-97fa-7aa21db409d8,2023-10-10 14:04:26,0
855d534f-aacd-4bc7-8f1e-bf3d4f0e7277,2023-10-10 14:37:01,0
3460cda1-161a-45b3-bcc9-f0f1546e487f,2023-10-10 15:01:54,0
baa66df5-6cd0-41cd-827f-95a2f9adfb43,2023-10-10 15:36:15,0
73d2add5-fb53-45e1-ad13-c47e9e6f14e3,2023-10-10 16:21:08,1
6aaa2bf5-7679-4ee4-88fa-467e4b264c36,2023-10-10 16:55:20,0
95845e9c-1fad-475f-8aa2-5b667d0dce6f,2023-10-10 17:34:17,0
bf223654-ea81-4fd5-ab2c-6d1534f2da9c,2023-10-10 18:32:00,1
8594944c-1648-4631-92b6-6c992b1a8bbf,2023-10-10 19:06:41,0
fc44a262-12bc-4b7e-a1ef-b6e6bcdab9d3,2023-10-10 19:23:06,0
6c799478-0f73-48eb-95a1-ad1fd4e62a68,2023-10-10 20:07:27,1
b9e763e3-cd01-41e8-b217-3d435a18ce4a,2023-10-10 20:19:11,1
b904dfa3-e896-4bc9-8e6a-b5ec8de449da,2023-10-10 20:25:29,0
2fea3586-7328-4390-9d89-ade653c3d8a5,2023-10-10 20:45:37,1
5fae04bc-ff5f-4b2a-9604-ab654e7f2d2f,2023-10-10 20:55:11,1
5e0a6286-e170-4d13-97dc-cc931aecbcf0,2023-10-10 21:25:06,-1
dac54020-b600-41e4-8ae9-cef97bcec6be,2023-10-10 21:41:09,-1
aa88625d-257c-4671-aaa8-4161a7b00f58,2023-10-10 21:51:18,-1
f5bd94ff-cb8b-416d-9ab8-675bd1ba4f81,2023-10-10 22:05:31,0
45d1ad24-176d-4e8c-9ea6-aa5fcb7c6c73,2023-10-10 22:15:33,0
08b16959-8f55-48c4-b413-be5710e179ab,2023-10-10 22:30:43,-1
ce8718b9-8bbf-48d5-b59e-c9c5c43d8eb0,2023-10-10 22:52:17,1
6d9bbdb3-621e-4bd8-8686-f19a59d98550,2023-10-10 22:55:02,0
fbc450ac-d38a-4633-949d-3fe7b519b54f,2023-10-10 23:15:31,1
b1259e8d-e272-4083-adbc-be988e7d82a8,2023-10-10 23:40:57,0
9667afa4-a7fb-46e8-b9b4-d3fabe921660,2023-10-10 23:58:28,1
29a7c70f-7091-4366-a431-2836cc100b92,2023-07-21 00:26:10,1
76644544-fb5a-42cb-a4f5-ddd808bc2327,2023-07-21 01:13:49,1
69080d14-a5aa-4797-9935-ce9738f0b1d3,2023-07-21 01:54:37,1
99bf91c9-9a33-48b2-8701-b92ef2737032,2023-07-21 03:11:55,-1
73dab3a8-52c9-4867-98a4-85a244faa7ae,2023-07-21 06:29:48,-1
0680333c-3086-40d5-881e-2b45ebae097a,2023-07-21 11:27:31,0
4a9e4a78-4d44-4fa5-a113-3eeefc51d221,2023-07-21 12:00:50,-1
57fcee6b-a59d-4244-9212-570028a73d38,2023-07-21 12:39:22,0
c8c4306d-2525-4eae-ad60-13fb05cd94a2,2023-07-21 14:34:18,0
28f4cb17-6ad0-49da-9a01-7543a927ca69,2023-07-21 15:23:33,-1
7ae62417-b9dc-4214-b84a-8f6de2063dd0,2023-07-21 16:10:35,-1
09469e70-b3ac-4106-98af-9b59bd301d51,2023-07-21 16:23:51,-1
d8983ff2-d10f-4e28-8d15-150429f88b69,2023-07-21 17:35:47,0
dc7c1c58-88d0-4238-b57f-0cb519922b24,2023-07-21 18:13:56,-1
b6899d37-e189-46dc-86f0-30dfc127f67c,2023-11-24 00:03:01,1
11e0452d-74d0-4b33-bc91-0551fea1ccfa,2023-11-24 00:28:44,1
90458c70-556b-4ccf-aae9-1a4dc8909523,2023-11-24 00:47:42,1
06700fc0-cebc-48bc-8bc9-a82ab58fa3cd,2023-11-24 00:59:14,1
db865ffb-6e04-4ebb-a905-0dfd79d0c917,2023-11-24 01:29:11,-1
d2c544d0-e965-4ad7-aeba-271c2e226b85,2023-11-24 01:51:39,0
4e26d59b-3bda-4100-8abd-8f90af9b5d80,2023-11-24 02:11:57,0
4e51a119-c8fd-483c-b84e-ecee23a2e5a8,2023-11-24 02:19:37,1
c75a1712-5b2a-42bc-814a-d6e580bcb27b,2023-11-24 02:32:56,0
039e4128-000f-4e18-aaba-cda1dfba5b5b,2023-11-24 02:47:50,1
705318a2-5762-4853-82a0-9249f82b3562,2023-11-24 03:00:29,1
001d59e9-17d7-4fc0-88db-25889d734a76,2023-11-24 03:32:45,-1
7fc058f3-332f-4204-b8b1-5477ef945325,2023-11-24 03:55:53,1
92d33838-c359-4f95-b42a-53199b6c0f38,2023-11-24 04:15:27,1
0af56eae-b5ef-4858-bdb8-905e8ecfddd7,2023-11-24 04:46:01,-1
07f9efb2-72c0-48f2-a84b-18e6df6c6bb8,2023-11-24 04:57:21,0
8c050854-8211-4e38-bb7e-1f844991aad6,2023-11-24 06:41:51,0
2f455d52-c93d-4851-93f5-3277c27a3e82,2023-11-24 11:35:13,1
a8624f93-9a65-4a5b-b385-7d6c34dc863f,2023-11-24 12:40:37,-1
1d2ef556-e9c4-43d8-a235-afa05aaac277,2023-11-24 13:03:42,0
19962038-dc3b-4995-a3c1-54a377e31c4c,2023-11-24 13:16:29,-1
f482f725-83e2-47b9-ab80-64979f39a07f,2023-11-24 14:09:13,0
98c91d72-65b0-4dcf-8fc7-050296606fd0,2023-11-24 14:14:04,-1
d5513f02-a85a-4c4e-8430-1a20e8ba1838,2023-11-24 14:31:49,0
e576855b-0367-4792-94ec-8dd32a8693de,2023-11-24 14:39:17,-1
93202c0c-9b04-48cd-992c-82ef9d535a56,2023-11-24 15:10:45,1
38ef4fc0-dd5a-4958-a778-1ce2ffa53c51,2023-11-24 15:20:05,-1
853daca4-bfde-41ca-960d-9c6263e37d4b,2023-11-24 15:30:01,0
2f4593d3-dd26-43e2-9e50-df3acce0e6fb,2023-11-24 15:40:17,1
ac84966f-cd29-44e5-8a60-71af3d2059a2,2023-11-24 15:54:59,1
7fe5b7c6-853b-4183-8798-09d077cfbe65,2023-11-24 16:12:35,0
a5f7eda0-b57f-4ff7-8b00-a31f96ccdcba,2023-11-24 16:18:30,1
123fa67e-831c-4a26-9b83-efd0fb58f0d5,2023-11-24 16:32:34,0
435b793d-8354-40c4-8266-4d739498e189,2023-11-24 16:47:16,1
beb002fe-5e38-4d9d-a519-bd9a04ced502,2023-11-24 16:57:02,0
8b71bc8a-33ac-4e2f-b7c7-6d7ce85f6b42,2023-11-24 17:03:55,0
9fce595f-d7f9-436f-a578-5bb2f7c9f234,2023-11-24 17:21:50,-1
